iter	RMSE
609	1.374044757
610	1.371322955
611	1.3705009
612	1.369319619
613	1.366959549
614	1.365320033
615	1.362735491
616	1.358699768
617	1.356177037
618	1.355357588
619	1.353569227
620	1.35098372
621	1.349738768
622	1.347214439
623	1.346969929
624	1.344822615
625	1.344150677
626	1.342356051
627	1.34208524
628	1.339892042
629	1.33956184
630	1.338009844
631	1.336429968
632	1.333402763
633	1.331594286
634	1.329280345
635	1.326701991
636	1.324118977
637	1.319313266
638	1.315815899
639	1.313620379
640	1.312312422
641	1.310668174
642	1.309118598
643	1.305560424
644	1.303629622
645	1.302658653
646	1.300776796
647	1.299563116
648	1.297889095
649	1.297075067
650	1.29553675
651	1.292900098
652	1.29185968
653	1.289348681
654	1.286447051
655	1.282977509
656	1.279499516
657	1.279242343
658	1.276302641
659	1.273743927
660	1.271105373
661	1.269280957
662	1.26825264
663	1.266311583
664	1.265181763
665	1.263559864
666	1.261167091
667	1.258691832
668	1.256487321
669	1.255086078
670	1.252678649
671	1.251329322
672	1.249657967
673	1.248011108
674	1.245530543
675	1.245302872
676	1.245182497
677	1.24293487
678	1.240789695
679	1.238964843
680	1.236609363
681	1.235132128
682	1.234838702
683	1.233716902
684	1.232478804
685	1.232101064
686	1.228817225
687	1.226470929
688	1.224862642
689	1.222254841
690	1.219218863
691	1.217883334
692	1.216664632
693	1.214784956
694	1.214002035
695	1.213004177
696	1.210121783
697	1.209807259
698	1.206111265
699	1.204922718
700	1.202572137
701	1.201615024
702	1.198346834
703	1.196956179
704	1.194314738
705	1.192509367
706	1.190493294
707	1.190184704
708	1.188031646
709	1.186120395
710	1.18502767
711	1.184837836
712	1.183866082
713	1.182581901
714	1.179960289
715	1.178355164
716	1.17689784
717	1.174359905
718	1.173587333
719	1.172158993
720	1.170949046
721	1.169484194
722	1.16722194
723	1.166112242
724	1.165087024
725	1.16269075
726	1.160310677
727	1.159008202
728	1.157874221
729	1.157147352
730	1.155971417
731	1.153503888
732	1.151874892
733	1.150620585
734	1.14871472
735	1.146872547
736	1.143991001
737	1.142749872
738	1.140000658
739	1.137838759
740	1.136830025
741	1.1362181
742	1.13475946
743	1.133787407
744	1.132856045
745	1.13274235
746	1.131256887
747	1.130010496
748	1.129797602
749	1.128535185
750	1.127904106
751	1.126703813
752	1.124278731
753	1.122572651
754	1.121161033
755	1.119361637
756	1.118710367
757	1.115331033
758	1.112697203
759	1.11205966
760	1.109786865
761	1.107817333
762	1.106424208
763	1.104785989
764	1.102168146
765	1.101582818
766	1.09991846
767	1.097904067
768	1.097712866
769	1.095568335
770	1.093818606
771	1.091784932
772	1.090177695
773	1.088030314
774	1.086410218
775	1.085230184
776	1.082865479
777	1.081959597
778	1.079712873
779	1.078173226
780	1.076809947
781	1.075199022
782	1.073460086
783	1.072202899
784	1.070446511
785	1.070212715
786	1.068547211
787	1.068367887
788	1.067473131
789	1.066718916
790	1.064600474
791	1.062451928
792	1.061269226
793	1.059927228
794	1.059301974
795	1.05838025
796	1.057449143
797	1.057335562
798	1.057225281
799	1.055813285
800	1.054909609
801	1.052522154
802	1.051176293
803	1.051013891
804	1.050593668
805	1.048290886
806	1.046791018
807	1.044834969
808	1.044216698
809	1.044100863
810	1.042834602
811	1.041644924
812	1.038814202
813	1.037518015
814	1.03541249
815	1.033754636
816	1.032292647
817	1.028862636
818	1.028565772
819	1.028330393
820	1.026474166
821	1.025263957
822	1.023869377
823	1.023703432
824	1.021646326
825	1.021312831
826	1.019215047
827	1.018314689
828	1.018203876
829	1.018119711
830	1.015630461
831	1.014520033
832	1.012971691
833	1.011910115
834	1.010311573
835	1.008539114
836	1.006763074
837	1.006314475
838	1.005285185
839	1.004652652
840	1.003440304
841	1.002413516
842	1.000971532
843	0.9998868541
844	0.9986139601
845	0.9965923889
846	0.9938944754
847	0.9930992863
848	0.9920162279
849	0.9905608785
850	0.989523965
851	0.9889579098
852	0.9871441175
853	0.9869431532
854	0.9853651592
855	0.9841895778
856	0.9834042651
857	0.9823286725
858	0.9814060212
859	0.9812871543
860	0.980802313
861	0.9790450298
862	0.978484376
863	0.9765898631
864	0.9755539717
865	0.9741626503
866	0.973072651
867	0.9718559923
868	0.970949039
869	0.9687464439
870	0.9672000563
871	0.9665190945
872	0.9652729242
873	0.9626857433
874	0.9605904051
875	0.9591998378
876	0.9570885911
877	0.9550700731
878	0.9538362796
879	0.9523769235
880	0.9522434896
881	0.9513790857
882	0.9506375743
883	0.9496121454
884	0.9472125183
885	0.9459072791
886	0.9450048503
887	0.9449132234
888	0.9440612608
889	0.9419966936
890	0.9396926279
891	0.938141828
892	0.9364466429
893	0.9360397597
894	0.9359286797
895	0.9350415671
896	0.9339792753
897	0.9334720149
898	0.9324275694
899	0.9310837244
900	0.9303935608
901	0.9294765582
902	0.9278376538
903	0.9266840208
904	0.9255036553
905	0.9234353985
906	0.92118807
907	0.9192298601
908	0.9188147991
909	0.9178206989
910	0.9168385177
911	0.9163013968
912	0.9155196249
913	0.9148330076
914	0.9145413813
915	0.9130390779
916	0.9119797568
917	0.9113323687
918	0.9097563279
919	0.9082246683
920	0.9065853387
921	0.9048104061
922	0.9042987956
923	0.9037254992
924	0.9024160736
925	0.9015399478
926	0.9003112071
927	0.8984155179
928	0.8961842976
929	0.8944576385
930	0.8937767615
931	0.8926323949
932	0.8913892576
933	0.890274557
934	0.8896885424
935	0.8878690542
936	0.887392358
937	0.8866868203
938	0.886359103
939	0.8853005556
940	0.88460553
941	0.8844866651
942	0.8836304975
943	0.882561774
944	0.8815178136
945	0.8804319687
946	0.878626624
947	0.8779360142
948	0.8763498803
949	0.8753294408
950	0.8750977675
951	0.8746893697
952	0.8740027313
953	0.8730785806
954	0.8716061258
955	0.8697864038
956	0.8690083717
957	0.8678961612
958	0.866537461
959	0.8659977858
960	0.86544535
961	0.8646249885
962	0.8645394076
963	0.8636992712
964	0.8621032086
965	0.8613883735
966	0.8612559315
967	0.8607781076
968	0.8594672691
969	0.8580087632
970	0.856469895
971	0.85524028
972	0.8528121695
973	0.8513478023
974	0.8512558181
975	0.8499322846
976	0.8498274148
977	0.8497687871
978	0.8481997895
979	0.8480984457
980	0.8473464204
981	0.8457698301
982	0.8444925284
983	0.8424079822
984	0.841654372
985	0.8400446885
986	0.8389391485
987	0.8373850983
988	0.8363126847
989	0.8346873195
990	0.8341372276
991	0.8332132158
992	0.832465531
993	0.8313652213
994	0.8303225745
995	0.8302333924
996	0.8291956785
997	0.8284695349
998	0.8271842066
999	0.8265072052
