iter	Passed	Remaining
328	1320	2692
329	1323	2687
330	1327	2683
331	1331	2678
332	1335	2674
333	1339	2670
334	1343	2665
335	1346	2661
336	1350	2657
337	1354	2652
338	1358	2649
339	1362	2645
340	1366	2641
341	1370	2637
342	1374	2632
343	1378	2628
344	1382	2623
345	1385	2619
346	1389	2615
347	1393	2611
348	1397	2606
349	1401	2602
350	1405	2598
351	1408	2593
352	1412	2589
353	1416	2584
354	1420	2580
355	1423	2575
356	1427	2571
357	1431	2566
358	1435	2562
359	1438	2557
360	1442	2553
361	1448	2552
362	1453	2550
363	1464	2559
364	1470	2559
365	1477	2559
366	1483	2559
367	1487	2554
368	1491	2551
369	1495	2547
370	1499	2542
371	1503	2538
372	1507	2534
373	1511	2530
374	1515	2525
375	1519	2521
376	1523	2517
377	1527	2512
378	1530	2508
379	1534	2503
380	1538	2499
381	1542	2495
382	1546	2490
383	1549	2486
384	1553	2482
385	1557	2477
386	1561	2472
387	1564	2468
388	1568	2463
389	1572	2459
390	1576	2454
391	1579	2450
392	1583	2446
393	1587	2441
394	1591	2437
395	1594	2432
396	1598	2428
397	1602	2423
398	1606	2419
399	1609	2414
400	1613	2410
401	1617	2406
402	1621	2401
403	1624	2396
404	1628	2392
405	1632	2387
406	1636	2383
407	1644	2385
408	1649	2382
409	1653	2379
410	1659	2378
411	1663	2374
412	1668	2371
413	1672	2366
414	1676	2362
415	1679	2358
416	1683	2354
417	1687	2349
418	1691	2345
419	1695	2341
420	1698	2336
421	1702	2332
422	1706	2327
423	1710	2323
424	1713	2318
425	1717	2314
426	1721	2310
427	1725	2305
428	1729	2301
429	1734	2298
430	1737	2294
431	1741	2289
432	1745	2285
433	1749	2281
434	1753	2276
435	1756	2272
436	1760	2268
437	1764	2263
438	1768	2259
439	1771	2254
440	1775	2250
441	1779	2246
442	1782	2241
443	1786	2237
444	1790	2233
445	1794	2228
446	1798	2224
447	1801	2220
448	1805	2215
449	1809	2211
450	1813	2207
451	1816	2202
452	1820	2198
453	1825	2195
454	1828	2190
455	1832	2186
456	1837	2183
457	1846	2185
458	1851	2182
459	1855	2178
460	1861	2177
461	1865	2172
462	1869	2168
463	1874	2164
464	1877	2160
465	1881	2156
466	1885	2151
467	1889	2147
468	1893	2143
469	1896	2139
470	1900	2134
471	1905	2131
472	1909	2127
473	1913	2123
474	1917	2119
475	1921	2114
476	1925	2110
477	1928	2106
478	1932	2102
479	1936	2097
480	1939	2093
481	1943	2088
482	1947	2084
483	1951	2080
484	1955	2076
485	1959	2071
486	1962	2067
487	1966	2063
488	1970	2058
489	1973	2054
490	1977	2050
491	1981	2046
492	1985	2041
493	1989	2037
494	1992	2033
495	1996	2029
496	2000	2024
497	2004	2020
498	2008	2016
499	2011	2011
500	2015	2007
501	2019	2003
502	2023	1999
503	2026	1994
504	2034	1993
505	2039	1990
506	2044	1988
507	2049	1984
508	2054	1981
509	2058	1977
510	2063	1974
511	2066	1969
512	2070	1965
513	2074	1961
514	2078	1957
515	2082	1953
516	2086	1949
517	2090	1945
518	2093	1940
519	2097	1936
520	2101	1932
521	2105	1927
522	2108	1923
523	2112	1919
524	2116	1914
525	2120	1910
526	2124	1906
527	2128	1902
528	2131	1898
529	2135	1893
530	2140	1890
531	2144	1886
532	2148	1882
533	2151	1877
534	2155	1873
535	2159	1869
536	2163	1865
537	2166	1860
538	2170	1856
539	2174	1852
540	2178	1848
541	2182	1844
542	2185	1839
543	2189	1835
544	2193	1831
545	2197	1827
546	2201	1823
547	2205	1818
548	2208	1814
549	2212	1810
550	2216	1806
551	2220	1802
552	2224	1797
553	2229	1794
554	2235	1792
555	2240	1789
556	2245	1785
557	2249	1781
558	2253	1777
559	2256	1773
560	2260	1769
561	2264	1765
562	2268	1761
563	2272	1756
564	2276	1752
565	2280	1748
566	2284	1744
567	2288	1740
568	2291	1735
569	2295	1731
570	2299	1727
571	2302	1723
572	2306	1719
573	2311	1715
574	2315	1711
575	2318	1706
576	2322	1702
577	2326	1698
578	2329	1694
579	2333	1689
580	2337	1685
581	2341	1681
582	2345	1677
583	2349	1673
584	2352	1669
585	2356	1665
586	2360	1660
587	2364	1656
588	2367	1652
589	2371	1648
590	2375	1643
591	2379	1639
592	2382	1635
593	2386	1631
594	2390	1627
595	2394	1622
596	2397	1618
597	2401	1614
598	2405	1610
599	2409	1606
600	2413	1602
601	2416	1597
602	2422	1595
603	2427	1591
604	2432	1588
605	2437	1584
606	2442	1581
607	2446	1577
608	2450	1573
609	2455	1569
610	2459	1565
611	2462	1561
612	2466	1557
613	2470	1553
614	2474	1549
615	2478	1545
616	2482	1541
617	2486	1536
618	2490	1533
619	2494	1528
620	2498	1524
621	2501	1520
622	2505	1516
623	2509	1512
624	2513	1508
625	2517	1504
626	2521	1500
627	2525	1495
628	2529	1491
629	2532	1487
630	2536	1483
631	2540	1479
632	2543	1474
633	2547	1470
634	2551	1466
635	2555	1462
636	2558	1458
637	2562	1454
638	2566	1449
639	2570	1445
640	2574	1441
641	2578	1437
642	2581	1433
643	2586	1429
644	2590	1425
645	2594	1421
646	2598	1417
647	2602	1413
648	2608	1410
649	2613	1407
650	2618	1403
651	2624	1400
652	2629	1397
653	2634	1393
654	2640	1390
655	2645	1387
656	2648	1382
657	2652	1378
658	2656	1374
659	2660	1370
660	2664	1366
661	2668	1362
662	2671	1358
663	2675	1354
664	2681	1350
665	2685	1346
666	2688	1342
667	2692	1338
668	2696	1334
669	2700	1330
670	2704	1325
671	2707	1321
672	2711	1317
673	2715	1313
674	2719	1309
675	2722	1305
676	2727	1301
677	2730	1296
678	2734	1292
679	2738	1288
680	2742	1284
681	2745	1280
682	2749	1276
683	2753	1271
684	2756	1267
685	2760	1263
686	2764	1259
687	2768	1255
688	2772	1251
689	2775	1247
690	2779	1242
691	2783	1238
692	2787	1234
693	2791	1230
694	2794	1226
695	2798	1222
696	2802	1218
697	2806	1214
698	2811	1210
699	2817	1207
700	2822	1204
701	2827	1200
702	2834	1197
703	2837	1193
704	2841	1189
705	2845	1184
706	2849	1181
707	2853	1177
708	2859	1173
709	2863	1169
710	2867	1165
711	2871	1161
712	2875	1157
713	2878	1153
714	2882	1149
715	2886	1144
716	2890	1140
717	2894	1136
718	2898	1132
719	2901	1128
720	2905	1124
721	2909	1120
722	2913	1116
723	2916	1111
724	2920	1107
725	2924	1103
726	2928	1099
727	2932	1095
728	2935	1091
729	2939	1087
730	2943	1082
731	2946	1078
732	2950	1074
733	2954	1070
734	2957	1066
735	2961	1062
736	2965	1058
737	2969	1054
738	2973	1050
739	2977	1046
740	2980	1041
741	2984	1037
742	2988	1033
743	2992	1029
744	2995	1025
745	2999	1021
746	3004	1017
747	3007	1013
748	3013	1009
749	3018	1006
750	3022	1002
751	3026	998
752	3032	994
753	3037	990
754	3041	987
755	3045	982
756	3048	978
757	3055	975
758	3059	971
759	3063	967
760	3067	963
761	3071	959
762	3075	955
763	3078	951
764	3082	946
765	3086	942
766	3089	938
767	3093	934
768	3096	930
769	3101	926
770	3104	922
771	3108	918
772	3112	914
773	3116	909
774	3120	905
775	3124	901
776	3127	897
777	3131	893
778	3135	889
779	3139	885
780	3143	881
781	3146	877
782	3150	873
783	3154	869
784	3158	864
785	3161	860
786	3165	856
787	3169	852
788	3173	848
789	3177	844
790	3180	840
791	3184	836
792	3188	832
793	3192	828
794	3199	825
795	3204	821
796	3209	817
797	3214	813
798	3218	809
799	3222	805
800	3226	801
801	3230	797
802	3234	793
803	3238	789
804	3242	785
805	3246	781
806	3250	777
807	3253	773
808	3257	769
809	3261	765
810	3265	761
811	3269	756
812	3273	753
813	3277	748
814	3281	744
815	3285	740
816	3289	736
817	3292	732
818	3296	728
819	3300	724
820	3304	720
821	3307	716
822	3311	712
823	3315	708
824	3319	704
825	3323	700
826	3326	695
827	3330	691
828	3334	687
829	3338	683
830	3342	679
831	3346	675
832	3349	671
833	3353	667
834	3357	663
835	3361	659
836	3365	655
837	3368	651
838	3372	647
839	3376	643
840	3380	639
841	3384	635
842	3388	631
843	3395	627
844	3400	623
845	3405	619
846	3410	616
847	3416	612
848	3420	608
849	3424	604
850	3427	600
851	3431	596
852	3435	592
853	3439	588
854	3443	584
855	3447	579
856	3451	575
857	3454	571
858	3458	567
859	3462	563
860	3466	559
861	3470	555
862	3473	551
863	3477	547
864	3481	543
865	3485	539
866	3488	535
867	3492	531
868	3496	527
869	3500	523
870	3503	518
871	3507	514
872	3511	510
873	3515	506
874	3519	502
875	3523	498
876	3526	494
877	3531	490
878	3535	486
879	3538	482
880	3542	478
881	3546	474
882	3550	470
883	3554	466
884	3558	462
885	3562	458
886	3565	454
887	3569	450
888	3573	446
889	3576	442
890	3580	438
891	3584	433
892	3591	430
893	3596	426
894	3601	422
895	3606	418
896	3611	414
897	3615	410
898	3619	406
899	3624	402
900	3629	398
901	3633	394
902	3637	390
903	3640	386
904	3644	382
905	3648	378
906	3652	374
907	3656	370
908	3659	366
909	3663	362
910	3667	358
911	3671	354
912	3674	350
913	3678	346
914	3682	342
915	3686	338
916	3690	334
917	3694	329
918	3697	325
919	3701	321
920	3705	317
921	3709	313
922	3712	309
923	3716	305
924	3720	301
925	3724	297
926	3728	293
927	3731	289
928	3736	285
929	3739	281
930	3743	277
931	3747	273
932	3751	269
933	3755	265
934	3758	261
935	3762	257
936	3765	253
937	3769	249
938	3773	245
939	3777	241
940	3780	237
941	3786	233
942	3792	229
943	3797	225
944	3802	221
945	3807	217
946	3812	213
947	3816	209
948	3820	205
949	3824	201
950	3828	197
951	3832	193
952	3835	189
953	3839	185
954	3843	181
955	3847	177
956	3851	173
957	3854	168
958	3858	164
959	3862	160
960	3866	156
961	3869	152
962	3873	148
963	3877	144
964	3881	140
965	3884	136
966	3888	132
967	3892	128
968	3896	124
969	3900	120
970	3903	116
971	3907	112
972	3911	108
973	3915	104
974	3919	100
975	3922	96
976	3926	92
977	3930	88
978	3931	84
979	3935	80
980	3939	76
981	3942	72
982	3946	68
983	3950	64
984	3953	60
985	3957	56
986	3961	52
987	3965	48
988	3968	44
989	3972	40
990	3976	36
991	3980	32
992	3986	28
993	3991	24
994	3995	20
995	4002	16
996	4006	12
997	4010	8
998	4013	4
999	4018	0
