iter	RMSE
309	1.929157669
310	1.925280143
311	1.922613178
312	1.91708802
313	1.91554406
314	1.910158159
315	1.907847075
316	1.903538781
317	1.89968724
318	1.895170827
319	1.889048491
320	1.883411353
321	1.879211539
322	1.873541668
323	1.870668454
324	1.868436255
325	1.866715309
326	1.860995652
327	1.85613107
328	1.852504265
329	1.845726621
330	1.841194973
331	1.839799938
332	1.834757104
333	1.832908308
334	1.828961983
335	1.825600456
336	1.822554047
337	1.819310118
338	1.817442296
339	1.813354468
340	1.809553389
341	1.803996333
342	1.798567539
343	1.793468807
344	1.787649296
345	1.781949154
346	1.779590225
347	1.77392818
348	1.769040064
349	1.765573849
350	1.762239186
351	1.760683228
352	1.755919936
353	1.753495374
354	1.747952161
355	1.743631635
356	1.739708294
357	1.735604535
358	1.733686314
359	1.730271131
360	1.728390891
361	1.724614903
362	1.723564611
363	1.718702751
364	1.714576208
365	1.711592724
366	1.708872985
367	1.705053069
368	1.703098771
369	1.699261427
370	1.694889281
371	1.691015834
372	1.688462369
373	1.683360399
374	1.681485584
375	1.677430088
376	1.673373661
377	1.670401622
378	1.666088885
379	1.661177322
380	1.659631975
381	1.656131382
382	1.652949152
383	1.648294389
384	1.645029813
385	1.644116998
386	1.640995618
387	1.637550081
388	1.636387395
389	1.631918494
390	1.628954663
391	1.624981498
392	1.621073796
393	1.61640492
394	1.613361545
395	1.610312902
396	1.608628563
397	1.605860334
398	1.603125013
399	1.599596884
400	1.59775323
401	1.593923711
402	1.590324789
403	1.587429311
404	1.58464341
405	1.582230402
406	1.58090077
407	1.578088723
408	1.575612822
409	1.574566114
410	1.571913356
411	1.568354683
412	1.565611088
413	1.563122442
414	1.558955938
415	1.55538837
416	1.552632997
417	1.549705659
418	1.545508421
419	1.543209991
420	1.540370191
421	1.538267266
422	1.535821469
423	1.532703776
424	1.530175719
425	1.527171442
426	1.525159164
427	1.521777858
428	1.520281722
429	1.516953522
430	1.514803888
431	1.512015435
432	1.5112466
433	1.508541013
434	1.506243964
435	1.503390985
436	1.501231578
437	1.498932513
438	1.4950581
439	1.493297161
440	1.492642762
441	1.48864351
442	1.484269494
443	1.479809161
444	1.477402443
445	1.475809352
446	1.473296288
447	1.471017834
448	1.469446521
449	1.465441912
450	1.463856229
451	1.459747808
452	1.455444332
453	1.452785527
454	1.451826275
455	1.449309995
456	1.447254255
457	1.444041096
458	1.440696532
459	1.437727266
460	1.434989391
461	1.432715508
462	1.430467336
463	1.42767898
464	1.424917243
465	1.422147813
466	1.421679884
467	1.418873856
468	1.417091361
469	1.414849425
470	1.411651501
471	1.409043573
472	1.407098007
473	1.404473948
474	1.403424125
475	1.400453881
476	1.398304052
477	1.39587299
478	1.392116718
479	1.389543821
480	1.387538132
481	1.386568178
482	1.384579381
483	1.382848713
484	1.379388892
485	1.377502238
486	1.375133899
487	1.37202708
488	1.37151009
489	1.369748821
490	1.367142559
491	1.365451148
492	1.36232646
493	1.359070957
494	1.357658634
495	1.356053465
496	1.354080097
497	1.352454496
498	1.35021434
499	1.348805482
500	1.346615481
501	1.344591822
502	1.34251787
503	1.338953018
504	1.337217502
505	1.335531325
506	1.332994508
507	1.330171132
508	1.329486446
509	1.32672162
510	1.325410878
511	1.323193388
512	1.319962787
513	1.317315982
514	1.315049001
515	1.313431442
516	1.311684215
517	1.308767548
518	1.306454616
519	1.303896244
520	1.302173495
521	1.300693335
522	1.298054942
523	1.296470736
524	1.294911695
525	1.293569019
526	1.290285764
527	1.287187562
528	1.284938478
529	1.282512209
530	1.280061735
531	1.27796996
532	1.276165984
533	1.274325839
534	1.272321354
535	1.270866227
536	1.267702873
537	1.265866782
538	1.264194137
539	1.262594832
540	1.261977677
541	1.25935859
542	1.257478078
543	1.25568318
544	1.253955514
545	1.252855816
546	1.250539611
547	1.249530537
548	1.248860499
549	1.247308317
550	1.245987027
551	1.243618465
552	1.241018813
553	1.239129858
554	1.237555811
555	1.235869426
556	1.233281053
557	1.231069118
558	1.229300574
559	1.227459043
560	1.225336273
561	1.223754797
562	1.221863579
563	1.220162513
564	1.21897631
565	1.217342263
566	1.214058818
567	1.211924319
568	1.210357513
569	1.207851716
570	1.205531904
571	1.203780671
572	1.201615744
573	1.199703636
574	1.196879653
575	1.195425761
576	1.194037107
577	1.192449184
578	1.189976587
579	1.188077127
580	1.185164855
581	1.184032763
582	1.181811105
583	1.179950748
584	1.177593408
585	1.176345411
586	1.174884395
587	1.174109551
588	1.171829248
589	1.170586863
590	1.168429614
591	1.166972514
592	1.164834414
593	1.162861558
594	1.161204867
595	1.159299155
596	1.156714069
597	1.154794242
598	1.15313834
599	1.151665461
600	1.150168934
601	1.147910524
602	1.146258569
603	1.14470274
604	1.143757235
605	1.141778527
606	1.139497956
607	1.138739711
608	1.136761521
609	1.135399811
610	1.132918016
611	1.131592577
612	1.129049216
613	1.125990376
614	1.124578179
615	1.123740649
616	1.121870734
617	1.120080586
618	1.118322182
619	1.116521581
620	1.114659698
621	1.111040757
622	1.109155778
623	1.10754554
624	1.106601022
625	1.104141424
626	1.101989559
627	1.099733964
628	1.098105325
629	1.096881616
630	1.095518663
631	1.094600787
632	1.093360581
633	1.092302513
634	1.091074
635	1.08956585
636	1.087258569
637	1.084952157
638	1.083364997
639	1.081332742
640	1.079154454
641	1.078291948
642	1.07493682
643	1.073589216
644	1.073208088
645	1.071693148
646	1.069091591
647	1.067930817
648	1.066340766
649	1.065416535
650	1.064012099
651	1.062069548
652	1.059466969
653	1.058698616
654	1.05815508
655	1.056810039
656	1.055651361
657	1.053926057
658	1.052281603
659	1.050582485
660	1.048182285
661	1.045357298
662	1.04318512
663	1.041178092
664	1.040638611
665	1.038863341
666	1.037190831
667	1.035308339
668	1.034132088
669	1.03280955
670	1.032275874
671	1.030341175
672	1.028949236
673	1.027845769
674	1.026881845
675	1.025921511
676	1.024887923
677	1.024508185
678	1.022906987
679	1.020240852
680	1.018140362
681	1.017403693
682	1.01656872
683	1.015716052
684	1.014191595
685	1.012878456
686	1.011452417
687	1.009955685
688	1.008677794
689	1.007268801
690	1.005447421
691	1.003945772
692	1.002005246
693	1.000453464
694	0.9985366959
695	0.9975333436
696	0.9968124083
697	0.9957300951
698	0.9945421874
699	0.9937356132
700	0.9914932384
701	0.9899840493
702	0.9885643834
703	0.9874928551
704	0.9861017163
705	0.9850370669
706	0.9835751248
707	0.9821179093
708	0.9811557917
709	0.979607487
710	0.9787532447
711	0.9764137076
712	0.9742331963
713	0.9735440077
714	0.9716562332
715	0.9712103703
716	0.9694946595
717	0.9676942086
718	0.9660028783
719	0.9649821692
720	0.9638973967
721	0.9637876406
722	0.9626950735
723	0.9622515824
724	0.9608311303
725	0.9591614717
726	0.9580868403
727	0.9563894394
728	0.9553890193
729	0.9543300998
730	0.954024634
731	0.9519173459
732	0.9510738713
733	0.9493443118
734	0.9477869057
735	0.9468711815
736	0.945435251
737	0.9445496672
738	0.9442924273
739	0.9428268959
740	0.9416139419
741	0.9410714315
742	0.9400862567
743	0.9381353079
744	0.9372351519
745	0.9366846797
746	0.9353176156
747	0.935099146
748	0.9330558764
749	0.9307999077
750	0.9298977023
751	0.9282785526
752	0.9265609459
753	0.9256821436
754	0.9244224794
755	0.9228055541
756	0.9220851228
757	0.9207177652
758	0.919912471
759	0.9191672502
760	0.9180084454
761	0.916791273
762	0.9162494657
763	0.9147055644
764	0.913256191
765	0.911958218
766	0.9106958514
767	0.9105612541
768	0.9095205173
769	0.9085779344
770	0.9066536709
771	0.9062479576
772	0.9055227588
773	0.9043657173
774	0.9033868016
775	0.9011731227
776	0.9001630795
777	0.8988643102
778	0.8981398633
779	0.8976540708
780	0.8966559615
781	0.8954801201
782	0.8932811062
783	0.8917126562
784	0.8913398101
785	0.8897525966
786	0.8879297523
787	0.8870512661
788	0.8862309808
789	0.8855102643
790	0.883910416
791	0.8823855352
792	0.8808422792
793	0.8794603228
794	0.8784601732
795	0.8769889313
796	0.876129551
797	0.8749370938
798	0.8743541935
799	0.8742637377
800	0.8729854686
801	0.87175257
802	0.8715836856
803	0.8712621296
804	0.8697014692
805	0.8691254471
806	0.8685107994
807	0.8670699912
808	0.8663944309
809	0.8649474635
810	0.864514865
811	0.8632477308
812	0.8607557633
813	0.8595279341
814	0.8594014615
815	0.8579002832
816	0.8577051308
817	0.8566683428
818	0.8555103565
819	0.8550181028
820	0.8539906696
821	0.8530391495
822	0.8521513068
823	0.8511029486
824	0.8507792481
825	0.8494453029
826	0.8490238177
827	0.8482241332
828	0.8469830854
829	0.8466662277
830	0.8453358359
831	0.8448333902
832	0.8438949241
833	0.8430566076
834	0.8418680339
835	0.841330842
836	0.8410587226
837	0.8397503071
838	0.8393012719
839	0.8384654131
840	0.8377706401
841	0.8368556572
842	0.8352043716
843	0.8343829921
844	0.8329600762
845	0.8318182564
846	0.8299041267
847	0.8285283701
848	0.8267407776
849	0.8258291271
850	0.8246617448
851	0.8235043458
852	0.8224700464
853	0.8216586592
854	0.8207620986
855	0.8202732786
856	0.8191847943
857	0.8176883793
858	0.8173175797
859	0.816958978
860	0.8159395704
861	0.8154719265
862	0.8142622264
863	0.8129414552
864	0.8119155198
865	0.8097119389
866	0.8083536614
867	0.807240784
868	0.8065434692
869	0.8059125292
870	0.8049363878
871	0.8036065902
872	0.8025164177
873	0.8012389537
874	0.8003150033
875	0.7986611138
876	0.7974101085
877	0.7957338468
878	0.7938665897
879	0.7931038712
880	0.7917347419
881	0.7908463308
882	0.7889487531
883	0.7882066575
884	0.7878085912
885	0.7877556247
886	0.7863152304
887	0.786098748
888	0.7849636402
889	0.7840149061
890	0.7830525705
891	0.782730152
892	0.7820880577
893	0.7800508518
894	0.77917517
895	0.7769887236
896	0.7759613125
897	0.7748979776
898	0.7746102107
899	0.7734824056
900	0.7724913706
901	0.7715537819
902	0.771474781
903	0.7700921861
904	0.7695589585
905	0.7686996341
906	0.7676333546
907	0.7664473272
908	0.7655111191
909	0.7641099956
910	0.76305265
911	0.7620954418
912	0.7612921393
913	0.7608507091
914	0.7600886415
915	0.7590421629
916	0.7586729525
917	0.7576512223
918	0.7563278815
919	0.7554993331
920	0.7541398666
921	0.7523837852
922	0.7517993386
923	0.7502177776
924	0.7495062844
925	0.7482895534
926	0.7472773769
927	0.7457794008
928	0.7450622985
929	0.7441743451
930	0.742865385
931	0.7419490065
932	0.7407158834
933	0.7401003016
934	0.7392230085
935	0.7377630453
936	0.7361160085
937	0.7350463813
938	0.7337046237
939	0.7334187885
940	0.7332897229
941	0.7328203553
942	0.7321736077
943	0.7311458721
944	0.7301757912
945	0.7292539933
946	0.7285232708
947	0.7275653679
948	0.7262212682
949	0.7251657467
950	0.7243210839
951	0.7231771794
952	0.7226365916
953	0.7221020874
954	0.7206412325
955	0.7197417764
956	0.7185523824
957	0.7174622773
958	0.71656731
959	0.7155785848
960	0.7149728056
961	0.7146021572
962	0.7136078251
963	0.712331053
964	0.7113397414
965	0.7105629662
966	0.709440022
967	0.7083671834
968	0.7077740797
969	0.7064367347
970	0.7057559941
971	0.7049849413
972	0.7032535711
973	0.7024041826
974	0.7015587802
975	0.7001706104
976	0.6998790683
977	0.6988294875
978	0.6987516952
979	0.6978063173
980	0.697153305
981	0.6962848725
982	0.6954765147
983	0.6950419114
984	0.6949075072
985	0.6942401904
986	0.6933454396
987	0.6928761938
988	0.691913703
989	0.6915428798
990	0.6904313382
991	0.6893346532
992	0.6883886243
993	0.6876336923
994	0.6865440741
995	0.6860956513
996	0.6849879269
997	0.6842338709
998	0.6836919105
999	0.6827436492
