,holeid,mid_x,mid_y,mid_z,from,to,Length,MAGSUS_MOD,MINDOM_MOD,UG_MOD,DTT_Mass_Recovery,Fe_pct_DTT,Magnetite_pct,MS_Actual,Lith,Litho_2,Ag_ppm,Al_pct,As_ppm,Au_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_pct,Cd_ppm,Co_ppm,Cr_ppm,Cu_pct,Fe_pct,Ga_ppm,K_pct,La_ppm,Mg_pct,Mn_ppm,Mo_ppm,Na_pct,Ni_ppm,P_ppm,Pb_ppm,S_pct,Sb_ppm,Sc_ppm,Si_pct,SiO2_pct,Sr_ppm,Th_ppm,Ti_pct,Tl_ppm,U_ppm,V_ppm,W_ppm,Zn_ppm,Cu_Sulf_Mode,FeOx_1_Mode_1,FeOx_1_Mode_2,FeOx_1_Type,FeOx_2_Mode_1,FeOx_2_Mode_2,FeOx_2_Type,Py_Min_Mode_1,Py_Min_Mode_2,Ac,Alb,Cb,Ch,Cp,Cu_Sulfide_pct,Ep,FeOx_1_pct,FeOx_2_pct,He_s,He_t,Hem,Kspar,Lm,Mt,Py,Qz,Sr
46,4a3-06-073,399464.06,7072884.34,861.51,264.0,266.0,2.0,in,Sulfides,VLCL_TOP,83.15,,,83775.0,MAGT,MANTO,1.3,0.66,20.0,0.131,20.0,0.6,5.0,0.74,0.5,419.0,10,0.398,62.0,,0.07,,0.45,606,8.0,0.04,41.0,180,8.0,2.55,20.0,,,,10.0,,0.05,,,33.0,10.0,52,221.0,906.0,,a,,,,304.0,306.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,2.0,1.0,0.0
47,4a3-06-073,399464.06,7072884.34,859.51,266.0,268.0,2.0,in,Sulfides,VLCL_TOP,66.35,,,60798.0,MAGT,MANTO,0.8,1.6,24.0,0.033,40.0,0.6,6.0,1.54,0.5,134.0,16,0.332,54.4,,0.25,,0.81,663,3.0,0.05,30.0,120,7.0,1.02,29.0,,,,45.0,,0.08,,,48.0,10.0,81,221.0,906.0,,a,,,,304.0,,1.0,0.0,1.0,2.0,0.5,0.5,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.3,1.0,0.0
48,4a3-06-073,399464.06,7072884.34,855.51,270.0,272.0,2.0,in,Sulfides,ANLT,20.7,,,12458.0,ANTF2,ANDT,1.0,5.52,28.0,0.076,660.0,0.7,2.0,4.53,0.5,230.0,77,0.509,22.5,,1.62,,4.15,3300,5.0,0.66,40.0,870,5.0,1.68,12.0,,,,132.0,,0.7,,,197.0,10.0,327,304.0,304.0,,a,,,,304.0,,2.0,0.0,1.0,2.0,0.3,0.3,1.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,1.5,0.8,1.0,1.0
49,4a3-06-073,399464.06,7072884.34,853.51,272.0,274.0,2.0,in,Sulfides,ANLT,10.55,,,13830.0,ANTF2,ANDT,1.2,4.94,27.0,0.085,260.0,0.7,2.0,4.45,0.5,288.0,168,0.623,27.1,,1.34,,3.44,2720,4.0,0.49,48.0,720,8.0,2.52,15.0,,,,139.0,,0.34,,,112.0,10.0,255,,304.0,,a,,,,304.0,,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,1.5,0.5,1.0,1.0
50,4a3-06-073,399464.06,7072884.34,851.51,274.0,276.0,2.0,in,Sulfides,ANLT,20.3,,,14800.0,ANTF2,ANDT,1.3,5.17,19.0,0.029,430.0,0.6,2.0,3.38,0.5,571.0,73,0.206,24.4,,1.82,,3.69,2680,3.0,0.66,49.0,630,2.0,3.34,18.0,,,,78.0,,0.54,,,133.0,10.0,227,,304.0,221.0,a,,,,304.0,,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2,1.0,1.0
51,4a3-06-073,399464.06,7072884.34,849.51,276.0,278.0,2.0,in,Sulfides,VLCL_BOTTOM,74.05,,,85380.0,MAGT,MANTO,3.0,0.94,13.0,0.249,70.0,0.6,2.0,1.26,0.5,264.0,18,1.54,55.6,,0.14,,0.58,814,1.0,0.07,57.0,360,2.0,2.83,25.0,,,,24.0,,0.06,,,38.0,10.0,110,304.0,906.0,,a,,,,304.0,504.0,1.0,0.0,0.0,2.0,3.0,3.0,1.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,1.0,1.0,0.0
52,4a3-06-073,399464.06,7072884.34,847.51,278.0,280.0,2.0,in,Sulfides,VLCL_BOTTOM,8.65,,,6226.0,ANTF2,ANDT,1.3,5.71,20.0,0.033,610.0,0.5,2.0,4.27,0.5,86.0,205,0.185,13.3,,2.18,,5.47,4070,1.0,0.27,55.0,620,5.0,0.51,17.0,,,,111.0,,0.31,,,144.0,10.0,338,,304.0,,a,,,,304.0,,1.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.3,1.0,0.0
53,4a3-06-073,399464.06,7072884.34,843.51,282.0,284.0,2.0,in,Sulfides,VLCL_BOTTOM,73.0,,,69395.0,MAGT,MANTO,1.4,0.6,19.0,0.067,40.0,0.7,7.0,1.07,0.5,743.0,13,0.613,57.7,,0.07,,0.39,811,18.0,0.05,35.0,210,2.0,6.31,21.0,,,,12.0,,0.04,,,24.0,40.0,46,304.0,906.0,,a,,,,304.0,,1.0,0.0,0.0,2.0,0.4,0.4,1.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,0.5,0.0,0.0
54,4a3-06-073,399464.06,7072884.34,841.51,284.0,286.0,2.0,in,Sulfides,VLCL_BOTTOM,40.9,,,39038.0,ANTF2,ANDT,1.4,2.59,21.0,0.035,100.0,0.6,6.0,4.13,0.5,711.0,53,0.21,38.6,,0.72,,1.52,1460,2.0,0.1,39.0,650,7.0,3.73,18.0,,,,59.0,,0.15,,,60.0,10.0,72,304.0,806.0,,a,,,,304.0,,1.0,0.0,0.0,2.0,0.3,0.3,1.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.8,1.0,0.0
55,4a3-06-073,399464.06,7072884.34,839.51,286.0,288.0,2.0,in,Sulfides,VLCL_BOTTOM,61.7,,,64053.0,MAGT,MANTO,1.7,1.58,22.0,0.073,170.0,0.9,4.0,2.19,0.5,451.0,17,0.588,50.5,,0.71,,0.58,1055,5.0,0.08,53.0,540,2.0,3.52,23.0,,,,26.0,,0.1,,,49.0,10.0,70,504.0,906.0,,a,,,,304.0,,2.0,0.0,0.0,2.0,2.0,2.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,5.0,1.0,0.0
56,4a3-06-073,399464.06,7072884.34,837.51,288.0,290.0,2.0,in,Sulfides,VLCL_BOTTOM,68.45,,,74925.0,MAGT,MANTO,1.3,1.24,32.0,0.05,120.0,0.8,5.0,1.71,0.5,477.0,15,0.405,54.3,,0.35,,0.49,877,6.0,0.1,40.0,610,2.0,4.23,25.0,,,,24.0,,0.08,,,38.0,10.0,84,304.0,906.0,,a,,,,304.0,,1.0,0.0,0.0,1.0,0.1,0.1,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,3.0,1.0,0.0
57,4a3-06-073,399464.06,7072884.34,836.26,290.0,290.5,0.5,in,Sulfides,VLCL_BOTTOM,50.0,,,46298.0,MAGT,MANTO,1.2,2.27,18.0,0.013,90.0,0.8,11.0,1.9,0.5,89.0,37,0.123,44.7,,0.41,,1.84,1615,1.0,0.06,39.0,500,5.0,0.84,27.0,,,,30.0,,0.11,,,55.0,10.0,289,304.0,906.0,,a,,,,304.0,,1.0,0.0,0.0,1.0,0.1,0.1,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,3.0,1.0,0.0
58,4a3-06-073,399464.06,7072884.34,835.26,290.5,292.0,1.5,in,Sulfides,VLCL_BOTTOM,50.0,,,46298.0,ANTF2,ANDT,1.2,2.27,18.0,0.013,90.0,0.8,11.0,1.9,0.5,89.0,37,0.123,44.7,,0.41,,1.84,1615,1.0,0.06,39.0,500,5.0,0.84,27.0,,,,30.0,,0.11,,,55.0,10.0,289,,304.0,,a,,,,304.0,,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1,0.0,0.0
59,4a3-06-073,399464.06,7072884.34,831.51,294.0,296.0,2.0,in,Sulfides,VLCL_BOTTOM,42.45,,,48628.0,MAGT,MANTO,1.3,2.26,22.0,0.02,170.0,0.7,11.0,3.16,0.5,317.0,36,0.212,40.9,,0.97,,1.2,1630,1.0,0.05,46.0,520,2.0,2.71,17.0,,,,37.0,,0.11,,,50.0,10.0,168,304.0,906.0,,a,,,,304.0,,0.0,0.0,1.0,1.0,0.1,0.1,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,4.0,2.0,0.0
60,4a3-06-073,399464.06,7072884.34,829.51,296.0,298.0,2.0,in,Sulfides,VLCL_BOTTOM,30.0,,,26793.0,MAGT,MANTO,1.4,2.63,24.0,0.027,150.0,0.6,2.0,3.94,0.5,380.0,19,0.1605,35.4,,0.9,,1.22,1830,1.0,0.08,38.0,460,18.0,2.36,21.0,,,,49.0,,0.15,,,55.0,10.0,112,,906.0,,a,,,,304.0,,0.0,0.0,1.0,2.0,0.0,0.0,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,3.0,2.0,0.0
61,4a3-06-073,399464.06,7072884.34,827.51,298.0,300.0,2.0,in,Sulfides,VLCL_BOTTOM,23.95,,,20735.0,FEOX,MANTO,1.0,3.46,37.0,0.023,110.0,0.5,5.0,4.01,0.5,438.0,28,0.1845,31.5,,1.21,,1.96,2380,1.0,0.18,32.0,720,4.0,2.6,16.0,,,,73.0,,0.19,,,58.0,10.0,174,,906.0,,b,,,,304.0,,0.0,0.0,0.0,2.0,0.0,0.0,1.0,65.0,0.0,15.0,0.0,0.0,0.0,0.0,50.0,0.5,1.0,1.0
62,4a3-06-073,399464.06,7072884.34,825.51,300.0,302.0,2.0,in,Sulfides,VLCL_BOTTOM,16.25,,,13528.0,ANTF2,ANDT,1.1,4.21,32.0,0.045,360.0,0.5,2.0,4.37,0.5,336.0,61,0.395,25.1,,1.96,,2.35,2320,2.0,0.26,38.0,590,14.0,2.98,20.0,,,,102.0,,0.32,,,83.0,10.0,170,,806.0,304.0,a,,,,304.0,,0.0,0.0,0.0,2.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.3,1.0,1.0
63,4a3-06-073,399464.06,7072884.34,823.51,302.0,304.0,2.0,in,Sulfides,VLCL_BOTTOM,9.5,,,9350.0,ANTF2,ANDT,1.0,4.81,21.0,0.022,350.0,0.5,2.0,4.95,0.5,158.0,64,0.236,19.6,,1.68,,2.42,2370,1.0,0.66,24.0,770,21.0,1.07,14.0,,,,123.0,,0.3,,,70.0,10.0,180,504.0,806.0,304.0,a,,,,304.0,,0.0,0.0,0.0,2.0,0.2,0.2,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.2,1.0,1.0
64,4a3-06-073,399464.06,7072884.34,819.51,306.0,308.0,2.0,in,Sulfides,VLCL_BOTTOM,56.55,,,57000.0,MAGT,MANTO,1.6,2.11,19.0,0.076,280.0,0.8,8.0,3.04,0.5,648.0,61,0.39,46.0,,0.86,,0.69,1545,1.0,0.08,51.0,360,3.0,4.98,18.0,,,,61.0,,0.12,,,54.0,10.0,84,,906.0,,a,,,,304.0,504.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,15.0,1.0,0.0
65,4a3-06-073,399464.06,7072884.34,793.51,332.0,334.0,2.0,in,Sulfides,VLCL_BOTTOM,53.13,,,49928.0,MAGT,MANTO,1.5,2.06,25.0,0.106,90.0,0.7,2.0,2.54,0.5,263.0,21,0.653,45.0,,0.8,,0.96,1250,4.0,0.1,35.0,330,7.0,3.33,23.0,,,,88.0,,0.13,,,50.0,70.0,110,504.0,904.0,,a,,,,304.0,,0.0,0.0,0.0,2.0,3.0,3.0,2.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,1.0
66,4a3-06-073,399464.06,7072884.34,771.51,354.0,356.0,2.0,in,Sulfides,VLCL_BOTTOM,78.82,,,89085.0,MAGT,MANTO,1.4,1.26,7.0,0.007,50.0,0.8,8.0,0.99,0.5,98.0,11,0.0562,58.4,,0.05,,0.81,676,1.0,0.04,22.0,300,2.0,1.14,20.0,,,,16.0,,0.06,,,52.0,20.0,29,504.0,904.0,,a,,,,304.0,,2.0,0.0,0.0,2.0,0.1,0.1,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,2.0,0.0,0.0
67,4a3-06-078DD,399809.5415,7072497.304,1087.079745,129.0,130.0,1.0,out,Sulfides,VLCL_TOP,9.71,,,10023.0,ANTF2,ANDT,0.5,4.03,6.0,0.127,340.0,0.7,17.0,4.2,0.5,67.0,1,0.933,28.7,,0.99,,1.72,1680,4.0,0.08,14.0,410,10.0,1.59,12.0,,,,2.0,,0.17,,,44.0,10.0,33,200.0,304.0,221.0,a,221.0,,e,304.0,504.0,0.0,0.0,1.0,2.0,0.8,0.8,0.0,5.0,3.0,3.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,1.0
68,4a3-06-078DD,399808.9775,7072497.431,1040.158313,176.0,176.85,0.85,out,Sulfides,DYKE,48.81,,,30470.0,MAGT,MANTO,0.5,1.92,11.0,0.118,20.0,1.2,22.0,1.62,0.5,99.0,1,0.937,49.2,,0.03,,1.1,1860,4.0,0.37,21.0,400,13.0,1.43,10.0,,,,1.0,,0.1,,,34.0,10.0,29,504.0,904.0,,a,,,,304.0,504.0,1.0,0.0,1.0,2.0,8.0,8.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,1.0,0.0,2.0
69,4a3-06-078DD,399808.9711,7072497.432,1039.658355,176.85,177.0,0.15,out,Sulfides,DYKE,48.81,,,30470.0,FEOX,MANTO,0.5,1.92,11.0,0.118,20.0,1.2,22.0,1.62,0.5,99.0,1,0.937,49.2,,0.03,,1.1,1860,4.0,0.37,21.0,400,13.0,1.43,10.0,,,,1.0,,0.1,,,34.0,10.0,29,504.0,904.0,,d,,,,504.0,304.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,50.0,0.0,30.0,0.0,0.0,0.0,0.0,20.0,4.0,0.0,1.0
70,4a3-06-078DD,399808.5917,7072497.526,1008.365798,208.0,208.44,0.44,out,Sulfides,VLCL_BOTTOM,25.28,,,18765.0,ANTF2,ANDT,1.2,3.02,27.0,0.073,170.0,1.0,2.0,1.86,2.1,586.0,37,0.517,41.0,,0.86,,0.89,1355,33.0,0.73,25.0,420,10.0,3.78,22.0,,,,19.0,,0.21,,,76.0,10.0,68,200.0,221.0,,d,,,,200.0,304.0,0.0,0.0,0.0,1.0,0.3,0.3,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,2.0
71,4a3-06-078DD,399808.587,7072497.527,1007.965828,208.44,208.8,0.36,out,Sulfides,VLCL_BOTTOM,25.28,,,18765.0,MAGT,MANTO,1.2,3.02,27.0,0.073,170.0,1.0,2.0,1.86,2.1,586.0,37,0.517,41.0,,0.86,,0.89,1355,33.0,0.73,25.0,420,10.0,3.78,22.0,,,,19.0,,0.21,,,76.0,10.0,68,504.0,904.0,,a,,,,304.0,504.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,8.0,1.0,2.0
72,4a3-06-078DD,399808.5837,7072497.528,1007.68585,208.8,209.0,0.2,out,Sulfides,VLCL_BOTTOM,25.28,,,18765.0,SPEC,MANTO,1.2,3.02,27.0,0.073,170.0,1.0,2.0,1.86,2.1,586.0,37,0.517,41.0,,0.86,,0.89,1355,33.0,0.73,25.0,420,10.0,3.78,22.0,,,,19.0,,0.21,,,76.0,10.0,68,504.0,904.0,,e,304.0,221.0,a,304.0,504.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,80.0,2.0,80.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,2.0
73,4a3-06-078DD,399807.6609,7072497.824,937.2676221,279.0,279.65,0.65,out,Sulfides,VLCL_BOTTOM,3.1,15.43,1.17,1515.0,ANTF2,ANDT,0.9,5.43,15.0,0.014,20.0,1.3,2.0,5.82,0.8,95.0,16,0.259,14.3,,0.15,,2.68,1985,10.0,1.28,16.0,1060,3.0,1.42,13.0,,,,23.0,,0.36,,,81.0,10.0,68,504.0,304.0,504.0,e,304.0,,a,504.0,304.0,0.0,1.0,1.0,2.0,0.1,0.1,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
74,4a3-06-078DD,399807.6542,7072497.827,936.7926767,279.65,279.95,0.3,out,Sulfides,VLCL_BOTTOM,3.1,15.43,1.17,1515.0,CHTF,ANDT,0.9,5.43,15.0,0.014,20.0,1.3,2.0,5.82,0.8,95.0,16,0.259,14.3,,0.15,,2.68,1985,10.0,1.28,16.0,1060,3.0,1.42,13.0,,,,23.0,,0.36,,,81.0,10.0,68,,221.0,304.0,e,,,,304.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0
75,4a3-06-078DD,399807.6518,7072497.828,936.6176968,279.95,280.0,0.05,out,Sulfides,VLCL_BOTTOM,3.1,15.43,1.17,1515.0,ANTF1,ANDT,0.9,5.43,15.0,0.014,20.0,1.3,2.0,5.82,0.8,95.0,16,0.259,14.3,,0.15,,2.68,1985,10.0,1.28,16.0,1060,3.0,1.42,13.0,,,,23.0,,0.36,,,81.0,10.0,68,,221.0,504.0,e,,,,304.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.2,1.0,1.0
76,4a3-06-079DD,399421.0938,7072753.43,934.5292952,207.0,207.59,0.59,out,Sulfides,VLCL_TOP,13.96,,,10027.0,FEOX,MANTO,1.1,3.15,15.0,0.013,430.0,1.2,2.0,2.14,0.5,46.0,4,0.182,31.8,,1.39,,1.5,2230,7.0,0.54,9.0,360,2.0,0.53,5.0,,,,50.0,,0.14,,,40.0,10.0,82,504.0,904.0,,d,,,,304.0,504.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,55.0,0.0,40.0,0.0,0.0,1.0,0.0,15.0,3.0,2.0,1.0
77,4a3-06-079DD,399421.1073,7072753.426,934.0294985,207.59,208.0,0.41,out,Sulfides,VLCL_TOP,13.96,,,10027.0,WDTF,ANDT,1.1,3.15,15.0,0.013,430.0,1.2,2.0,2.14,0.5,46.0,4,0.182,31.8,,1.39,,1.5,2230,7.0,0.54,9.0,360,2.0,0.53,5.0,,,,50.0,,0.14,,,40.0,10.0,82,,304.0,,e,,,,304.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,2.0,0.0,0.0,0.3,1.0,1.0
78,4a3-06-079DD,399421.6287,7072753.242,914.3322623,227.0,228.0,1.0,in,Sulfides,VLCL_TOP,60.68,,,60050.0,MAGT,MANTO,1.3,0.6,16.0,0.091,30.0,0.7,50.0,1.37,0.5,110.0,1,1.12,52.6,,0.14,,0.39,1305,5.0,0.03,31.0,380,2.0,1.68,5.0,,,,4.0,,0.06,,,15.0,10.0,25,504.0,904.0,504.0,a,,,,504.0,304.0,0.0,2.0,2.0,1.0,10.0,10.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,2.0,1.0,2.0
79,4a3-06-079DD,399422.1262,7072753.024,895.8352479,246.0,246.01,0.01,in,Sulfides,ANLT,3.7,11.92,2.23,2278.0,FAUL,FAULT,0.5,5.89,15.0,0.015,550.0,0.6,2.0,3.36,0.5,12.0,87,0.0546,10.8,,2.27,,5.66,3400,1.0,0.18,26.0,700,3.0,0.02,5.0,,,,50.0,,0.69,,,163.0,10.0,233,,,,,,,,304.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
80,4a3-06-079DD,399422.1374,7072753.019,895.4454383,246.01,246.78,0.77,in,Sulfides,ANLT,3.7,11.92,2.23,2278.0,ANLT,ANDT,0.5,5.89,15.0,0.015,550.0,0.6,2.0,3.36,0.5,12.0,87,0.0546,10.8,,2.27,,5.66,3400,1.0,0.18,26.0,700,3.0,0.02,5.0,,,,50.0,,0.69,,,163.0,10.0,233,304.0,504.0,221.0,c,,,,304.0,,1.0,0.0,0.0,2.0,0.5,0.5,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.3,0.0,1.0
81,4a3-06-079DD,399422.1517,7072753.014,894.9506809,246.78,247.0,0.22,in,Sulfides,ANLT,3.7,11.92,2.23,2278.0,ANTF2,ANDT,0.5,5.89,15.0,0.015,550.0,0.6,2.0,3.36,0.5,12.0,87,0.0546,10.8,,2.27,,5.66,3400,1.0,0.18,26.0,700,3.0,0.02,5.0,,,,50.0,,0.69,,,163.0,10.0,233,,,,,,,,304.0,,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,1.0
82,4a3-06-079DD,399422.1877,7072752.999,893.7162906,248.0,248.25,0.25,in,Sulfides,ANLT,29.45,,,20625.0,ANTF2,ANDT,0.7,3.96,18.0,0.085,490.0,0.8,2.0,3.07,0.5,289.0,32,0.619,32.3,,1.96,,1.87,2230,2.0,0.08,28.0,410,2.0,1.74,5.0,,,,43.0,,0.27,,,81.0,10.0,78,,,,,,,,304.0,,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,1.0
83,4a3-06-079DD,399422.1957,7072752.996,893.4414272,248.25,248.55,0.3,in,Sulfides,ANLT,29.45,,,20625.0,MAGT,MANTO,0.7,3.96,18.0,0.085,490.0,0.8,2.0,3.07,0.5,289.0,32,0.619,32.3,,1.96,,1.87,2230,2.0,0.08,28.0,410,2.0,1.74,5.0,,,,43.0,,0.27,,,81.0,10.0,78,504.0,904.0,,a,,,,504.0,304.0,2.0,0.0,1.0,1.0,3.0,3.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,0.0
84,4a3-06-079DD,399422.2045,7072752.992,893.1415766,248.55,248.85,0.3,in,Sulfides,ANLT,29.45,,,20625.0,ANCT,ANDT,0.7,3.96,18.0,0.085,490.0,0.8,2.0,3.07,0.5,289.0,32,0.619,32.3,,1.96,,1.87,2230,2.0,0.08,28.0,410,2.0,1.74,5.0,,,,43.0,,0.27,,,81.0,10.0,78,,304.0,504.0,e,,,,,,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
85,4a3-06-079DD,399422.2111,7072752.989,892.916689,248.85,249.0,0.15,in,Sulfides,ANLT,29.45,,,20625.0,FEOX,MANTO,0.7,3.96,18.0,0.085,490.0,0.8,2.0,3.07,0.5,289.0,32,0.619,32.3,,1.96,,1.87,2230,2.0,0.08,28.0,410,2.0,1.74,5.0,,,,43.0,,0.27,,,81.0,10.0,78,504.0,904.0,,d,,,,504.0,304.0,1.0,1.0,1.0,0.0,4.0,4.0,0.0,70.0,0.0,40.0,0.0,0.0,0.0,0.0,30.0,3.0,0.0,1.0
86,4a3-06-079DD,399422.5994,7072752.826,879.3482257,262.0,263.0,1.0,in,Sulfides,VLCL_BOTTOM,15.43,,,10873.0,FEOX,MANTO,1.7,1.27,6.0,0.063,130.0,0.7,2.0,1.47,0.5,734.0,3,0.427,46.5,,0.94,,0.72,675,12.0,0.04,28.0,830,2.0,4.31,5.0,,,,10.0,,0.08,,,27.0,10.0,24,504.0,904.0,,d,,,,504.0,304.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,50.0,0.0,30.0,0.0,0.0,1.0,0.0,20.0,5.0,1.0,0.0
87,4a3-06-079DD,399422.6471,7072752.805,877.6740453,264.0,264.35,0.35,in,Sulfides,VLCL_BOTTOM,9.31,36.43,,5631.0,FEOX,MANTO,0.6,2.9,9.0,0.099,190.0,0.5,7.0,2.55,0.8,611.0,13,0.891,36.9,,1.2,,1.28,1555,13.0,0.04,7.0,1040,5.0,3.95,5.0,,,,1.0,,0.12,,,42.0,10.0,48,504.0,904.0,,d,,,,504.0,304.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,50.0,0.0,30.0,0.0,0.0,1.0,0.0,20.0,5.0,1.0,0.0
88,4a3-06-079DD,399422.6575,7072752.8,877.3142246,264.35,264.72,0.37,in,Sulfides,VLCL_BOTTOM,9.31,36.43,,5631.0,ANCT,ANDT,0.6,2.9,9.0,0.099,190.0,0.5,7.0,2.55,0.8,611.0,13,0.891,36.9,,1.2,,1.28,1555,13.0,0.04,7.0,1040,5.0,3.95,5.0,,,,1.0,,0.12,,,42.0,10.0,48,304.0,804.0,,b,,,,304.0,504.0,0.0,2.0,1.0,1.0,3.0,3.0,0.0,40.0,0.0,5.0,0.0,0.0,0.0,0.0,35.0,5.0,1.0,2.0
89,4a3-06-079DD,399422.6667,7072752.796,876.994385,264.72,264.99,0.27,in,Sulfides,VLCL_BOTTOM,9.31,36.43,,5631.0,ANTF2,ANDT,0.6,2.9,9.0,0.099,190.0,0.5,7.0,2.55,0.8,611.0,13,0.891,36.9,,1.2,,1.28,1555,13.0,0.04,7.0,1040,5.0,3.95,5.0,,,,1.0,,0.12,,,42.0,10.0,48,304.0,304.0,,e,,,,304.0,504.0,0.0,1.0,1.0,2.0,0.5,0.5,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
90,4a3-06-079DD,399422.6707,7072752.794,876.8544555,264.99,265.0,0.01,in,Sulfides,VLCL_BOTTOM,9.31,36.43,,5631.0,FEOX,MANTO,0.6,2.9,9.0,0.099,190.0,0.5,7.0,2.55,0.8,611.0,13,0.891,36.9,,1.2,,1.28,1555,13.0,0.04,7.0,1040,5.0,3.95,5.0,,,,1.0,,0.12,,,42.0,10.0,48,304.0,904.0,,b,,,,304.0,504.0,0.0,2.0,1.0,1.0,3.0,3.0,0.0,60.0,0.0,5.0,0.0,0.0,0.0,0.0,55.0,5.0,1.0,2.0
91,4a3-06-079DD,399423.0384,7072752.618,864.5562195,277.0,277.6,0.6,out,Sulfides,VLCL_BOTTOM,18.83,51.45,,12590.0,SPEC,MANTO,2.3,1.24,5.0,0.138,110.0,0.5,10.0,0.82,1.3,422.0,22,0.728,52.6,,0.48,,0.47,2680,5.0,0.02,17.0,340,3.0,2.76,11.0,,,,4.0,,0.06,,,35.0,10.0,18,504.0,904.0,,e,304.0,,a,304.0,504.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,85.0,8.0,85.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,1.0
92,4a3-06-079DD,399423.0529,7072752.61,864.0764991,277.6,277.96,0.36,out,Sulfides,VLCL_BOTTOM,18.83,51.45,,12590.0,MAGT,MANTO,2.3,1.24,5.0,0.138,110.0,0.5,10.0,0.82,1.3,422.0,22,0.728,52.6,,0.48,,0.47,2680,5.0,0.02,17.0,340,3.0,2.76,11.0,,,,4.0,,0.06,,,35.0,10.0,18,304.0,904.0,,a,304.0,,e,304.0,504.0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,80.0,3.0,3.0,0.0,0.0,1.0,0.0,80.0,7.0,0.0,2.0
