,mid_x,mid_y,mid_z,DTT_Mass_Recovery,MS_Actual,Al_pct,As_ppm,Au_ppm,Be_ppm,Ca_pct,Cr_ppm,Cu_pct,Fe_pct,K_pct,Mg_pct,Mn_ppm,Na_pct,P_ppm,Pb_ppm,S_pct,Si_pct,SiO2_pct,Sr_ppm,Ti_pct,V_ppm,W_ppm,Ac,Cb,Ch,Cp,Cu_Sulfide_pct,Ep,FeOx_1_pct,He_s,Kspar,Lm,Mt,Py,CuOx,Mixture,Sulfides,ANDE_LOWER,ANDE_UPPER,ANLT,ANLT_ANDE,BX,VLCL_BOTTOM,VLCL_TOP,Fe1_M1_100,Fe1_M1_200,Fe1_M1_220,Fe1_M1_221,Fe1_M1_222,Fe1_M1_302,Fe1_M1_304,Fe1_M1_306,Fe1_M1_400,Fe1_M1_502,Fe1_M1_504,Fe1_M1_506,Fe1_M1_508,Fe1_M1_602,Fe1_M1_604,Fe1_M1_606,Fe1_M1_802,Fe1_M1_804,Fe1_M1_806,Fe1_M1_808,Fe1_M1_902,Fe1_M1_904,Fe1_M1_906,Fe1_M1_908,in,out,DTT_Fe_Conc_Grade
0,0.317494844,-0.316432442,0.616803983,-0.162435501,-0.104394092,0.953512051,0.039190898,0.213538446,1.16470301,-0.095238095,0.032540676,0.309080438,-0.658582393,0.376623377,0.127303183,0.309677419,1.73488333,0.857142857,0.005838198,0.23828125,0,-4.24E-16,-0.485034636,1.366666667,1.416794045,0.140401146,0.333333333,0.333333333,0.666666667,0.125,0.125,0,-0.272727273,0.5,0,0.2,-0.052631579,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54.3
1,0.317494844,-0.316432442,0.609894227,-0.162435501,-0.104394092,0.953512051,0.039190898,0.213538446,1.16470301,-0.095238095,0.032540676,0.309080438,-0.658582393,0.376623377,0.127303183,0.309677419,1.73488333,0.857142857,0.005838198,0.23828125,0,-4.24E-16,-0.485034636,1.366666667,1.416794045,0.140401146,0,0.333333333,0.666666667,0.125,0.125,0,-0.272727273,0.2,0.333333333,0,-0.052631579,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54.3
2,0.317494844,-0.316432442,0.375653494,-0.011764706,-0.104806898,1.040765507,0.079646018,-0.500747269,1.16470301,0.222222222,0.012515645,0.180456902,-1.017677496,0.350649351,-0.37520938,-0.068817204,2.116109491,2.404761905,0.009174312,-0.32421875,0,-4.24E-16,0.602114466,2.233333333,2.308426799,0.140401146,0,0,0.666666667,0,0,0,-0.236363636,0.6,0.333333333,0,0,0.17699115,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51.9
3,0.317494844,-0.316432442,0.016346175,-0.389060888,-0.306393909,2.18087733,0.026548673,-0.857890126,-1,-0.052910053,0.142678348,0.282203878,-1.381047541,2.363636364,1.916247906,0.808602151,0.127103433,0.380952381,0.005838198,-0.41015625,0,-4.24E-16,3.863561771,2.1,2.308426799,0.140401146,0,0,0.333333333,0,0.125,0.333333333,-0.090909091,0.3,0.666666667,0,0.184210526,-0.17699115,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,48.6
4,0.317494844,-0.316432442,-0.163307484,-0.351909185,-0.269424823,0.098428183,0.034134008,-0.976937745,-1,2.502645503,0.075093867,-0.305432905,-1.363947774,1.662337662,0.69681742,0.524731183,-0.917124748,-0.380952381,0.012510425,0.140625,0,-4.24E-16,-2.316022597,0.866666667,0.665945409,0.140401146,0,0,0.333333333,0,0,0.333333333,-0.090909091,0.3,0.666666667,0,0.131578947,-0.14159292,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55.54
5,0,-0.236540136,-0.225357094,-0.595459236,-0.537978167,1.796962124,0.021491783,-1.215032983,-0.27843233,0.074074074,0.037546934,-0.126703782,-1.676018518,0.584415584,0.2680067,-0.146236559,3.342663226,1.714285714,0.005838198,-0.46484375,0,-4.24E-16,-0.942781626,2.3,3.622411911,0.140401146,0,0,1,0.125,0.125,0,-0.530909091,-0.1,0.333333333,0,-0.373684211,-0.247787611,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48.75
6,0,-0.236540136,-0.266815631,-0.384932921,-0.351206311,1.500300374,0.011378003,-1.048366316,2.607838349,0.433862434,0.042553191,0.071030908,-1.398147308,1.363636364,0.355108878,0.08172043,1.07188131,1.047619048,0.005838198,-0.5234375,0,-4.24E-16,-1.572183738,1.933333333,3.481627792,0.140401146,0,0,1,0.375,0.375,0,-0.363636364,-0.15,0,0,-0.131578947,-0.247787611,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39.69
7,0,-0.236540136,-0.346277827,-0.528173375,-0.360609118,1.29089208,0.109987358,-1.024556792,1.886270679,0.931216931,0.036295369,0.245728547,-1.590519684,-0.363636364,0.314907873,0.576344086,2.745961409,1.619047619,0.005838198,-0.48046875,0,-4.24E-16,-1.057218374,2.2,3.575483871,0.140401146,0,0.333333333,0,0.375,0.375,0,-0.363636364,-0.2,0,0,-0.131578947,-0.318584071,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50.27
8,0,-0.236540136,-0.353187583,-0.528173375,-0.360609118,1.29089208,0.109987358,-1.024556792,1.886270679,0.931216931,0.036295369,0.245728547,-1.590519684,-0.363636364,0.314907873,0.576344086,2.745961409,1.619047619,0.005838198,-0.48046875,0,-4.24E-16,-1.057218374,2.2,3.575483871,0.140401146,0,0.333333333,0.666666667,-0.25,-0.25,0,-0.543636364,-0.19,0,0,-0.394736842,-0.318584071,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50.27
9,0,-0.236540136,-0.377371729,-0.484004128,-0.408632236,0.604498227,0.077117573,-1.167413935,2.607838349,3.91005291,0.035043805,-0.191975427,-1.509295792,0.051948052,0.502512563,1.152688172,-0.618773839,-0.023809524,0.005838198,-0.46484375,0,-4.24E-16,-2.65933284,0.9,1.581042184,0.140401146,0.666666667,0,1,-0.25,-0.25,0.333333333,-0.218181818,-0.15,0.333333333,0,0.078947368,-0.283185841,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57.5
10,0,-0.236540136,-0.50174734,-0.079463364,-0.312815338,2.297215271,0.016434893,-1.334080602,-1,-0.026455026,0.051314143,-0.291034748,-1.727317819,2.415584416,0.462311558,2.098924731,2.165834642,-0.095238095,0.005838198,-0.63671875,0,-4.24E-16,8.727123542,1.533333333,3.129667494,0.140401146,0,0,1,-0.125,-0.125,0,-0.454545455,-0.2,0,0,-0.263157895,-0.318584071,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.56
11,0,-0.236540136,-0.722859536,-0.124045408,-0.062241996,2.000553521,0.006321113,-1.048366316,-1,-0.222222222,0.107634543,-0.052793242,-1.004852671,2.272727273,1.366834171,1.049462366,1.038731209,0.30952381,0.005838198,-0.21484375,0,-4.24E-16,-0.427816262,1.1,1.463722084,0.140401146,0,0,1,-0.125,0,0,-0.327272727,-0.15,0.333333333,0,-0.078947368,-0.17699115,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61.78
12,0,-0.236540136,-0.791957097,-0.356037152,-0.190945785,1.500300374,0.006321113,-1.215032983,-1,0.291005291,0.105131414,-0.239585333,-1.419522016,0.376623377,1.809045226,0.184946237,0.607779897,0.285714286,0.005838198,-0.078125,0,-4.24E-16,-1.286091869,1.366666667,1.745290323,0.140401146,0,0,1,-0.125,-0.125,0.333333333,-0.543636364,-0.2,0,0,-0.392105263,-0.247787611,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,66.41
13,0,-0.236540136,-0.80577661,1.141589267,1.455967342,-0.529796699,0.013906448,1.784967017,1.16470301,-0.544973545,0.002503129,0.94835861,0.95734557,0.519480519,-0.046901173,-0.692473118,-1.182325555,-0.904761905,0.005838198,0.1953125,0,-4.24E-16,-2.373240971,-0.333333333,-0.296079404,0.140401146,0,0,1,0.75,0.75,0,0.272727273,-0.2,0,0,0.789473684,-0.07079646,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,68.3
14,0.228517489,-0.214538746,0.788235033,-0.182662539,-0.370332997,1.895849374,0.054361568,-0.619794888,4.772541359,0.645502646,0.016270338,0.372432329,-1.573419917,-0.376623377,-0.147403685,0.047311828,4.784692618,3.69047619,0.039199333,-0.62890625,0,-4.24E-16,-1.514965364,3.9,5.757637717,0.140401146,0,0,0.666666667,-0.125,-0.125,0,-0.390909091,-0.05,0.333333333,0,-0.184210526,-0.247787611,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36.52
15,0.228517489,-0.214538746,0.781325277,-0.182662539,-0.370332997,1.895849374,0.054361568,-0.619794888,4.772541359,0.645502646,0.016270338,0.372432329,-1.573419917,-0.376623377,-0.147403685,0.047311828,4.784692618,3.69047619,0.039199333,-0.62890625,0,-4.24E-16,-1.514965364,3.9,5.757637717,0.140401146,0,0,0.666666667,-0.125,-0.125,0,-0.363636364,0.1,0.333333333,2,-0.210526316,-0.247787611,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36.52
16,0.228517489,-0.214538746,0.50666247,-0.264809082,-0.327859829,-1.175472272,0.049304678,0.92782416,-0.27843233,-1.148148148,0.007509387,1.441735458,1.256591489,0.090909091,-0.569514238,0.124731183,-1.397801212,-0.857142857,0.06588824,0.26171875,0,-4.24E-16,-2.029930728,-0.466666667,-1.04692804,0.140401146,0,0,0,2.25,2.875,0,0.909090909,1.3,0.333333333,0,1.315789474,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,62.1
17,0.228517489,-0.214538746,-0.764732658,-0.259855521,-0.203467572,-0.512346008,0.021491783,1.404014636,-1,0.026455026,0.017521902,1.351507007,-0.205438573,0.103896104,-0.167504188,-0.567741935,-0.403298183,0.261904762,0.019182652,0.2890625,0,-4.24E-16,-2.487677718,0.433333333,-0.272615385,0.140401146,0,0.333333333,0.333333333,1,1.25,0,0.272727273,4.4,0.333333333,0,-0.131578947,-0.07079646,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,64.23
18,0.122560796,-0.094700288,-0.190739216,-0.422084623,-0.312494267,1.564286242,0.024020228,0.284967017,3.329406019,-0.052910053,0.028785982,0.729506623,-1.368222716,1.25974026,1.005025126,1.625806452,1.138181512,0.214285714,0.005838198,-0.16796875,0,-4.24E-16,2.547539174,1.566666667,2.496138958,0.140401146,0,0,1,0.375,0.375,0,-0.530909091,-0.12,0.333333333,0,-0.394736842,-0.07079646,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62.63
19,0.122560796,-0.094700288,-0.197648972,-0.422084623,-0.312494267,1.564286242,0.024020228,0.284967017,3.329406019,-0.052910053,0.028785982,0.729506623,-1.368222716,1.25974026,1.005025126,1.625806452,1.138181512,0.214285714,0.005838198,-0.16796875,0,-4.24E-16,2.547539174,1.566666667,2.496138958,0.140401146,0,0,0.666666667,4.75,4.75,0,0.727272727,-0.15,0,0,1.447368421,0.17699115,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,62.63
20,0.122560796,-0.094700288,-0.330661778,-0.501341589,-0.428171727,-0.756655684,0.178255373,-0.357890126,-1.72156767,-0.708994709,0.002503129,0.426185448,0.307554431,-0.506493506,-0.448911223,-0.124731183,-0.30384788,-0.69047619,0.005838198,0.73046875,0,-4.24E-16,-1.743838859,-0.433333333,-1.234640199,0.283667622,0,0,0,0.125,0.125,0,0.636363636,5.8,0.333333333,0,-0.263157895,0.707964602,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,62.88
21,0.122560796,-0.094700288,-0.441217876,-0.327141383,-0.286487478,-0.506529111,0.016434893,0.761157493,-2.44313534,-0.91005291,0.006257822,0.96179689,0.290454665,0.363636364,-0.147403685,-0.240860215,-0.569048687,-0.380952381,0.005838198,0.2109375,0,-4.24E-16,-2.087149102,-0.266666667,-0.741895782,0.140401146,0,0,0.333333333,0.75,0.75,0,1,6.3,0.333333333,0,0.131578947,0.353982301,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,63.01
22,0.122560796,-0.094700288,-0.482676413,-0.02249742,-0.075222457,-0.477444625,0.013906448,-0.215032983,0.44313534,-0.439153439,0.005006258,0.332117489,0.307554431,0.480519481,0.227805695,-0.455913978,-1.33150101,-0.666666667,0.005838198,0.27734375,0,-4.24E-16,-2.316022597,-0.1,-0.694967742,0.140401146,0,0,0.666666667,0.5,1,0,-0.363636364,0.2,0.333333333,0,-0.184210526,-0.07079646,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62.6
23,-0.183841194,-0.030026794,-0.282984461,2.223942208,3.166223282,-1.873499919,0.039190898,3.499252731,-1,-0.523809524,0,0.32827798,2.051730646,-1.051948052,-0.824120603,-0.748387097,-1.33150101,-1.095238095,0.059216013,1.13671875,0,-4.24E-16,-2.487677718,-0.7,-1.680456576,0.140401146,0.333333333,0.666666667,0,3.5,3.5,0,0.727272727,-0.2,0,0,1.447368421,6.725663717,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,68
24,-0.60982556,-0.14509807,0.105274737,1.789680083,2.206815888,-1.175472272,0.026548673,0.546871779,-2.44313534,-0.132275132,0.017521902,0.919562296,1.555837408,-0.532467532,-0.40201005,-0.546236559,-1.381226161,-0.714285714,0.029190992,0.06640625,0,-4.24E-16,-1.228873495,-0.433333333,-1.422352357,0.140401146,0.333333333,0.333333333,0.666666667,2.25,2.25,0.666666667,0.818181818,-0.2,0,0,1.578947368,1.061946903,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,69.7
25,-0.60982556,-0.14509807,0.036177175,-0.222291022,-0.101550316,1.250173801,0.034134008,1.284967017,-1,2.121693122,0.072590738,1.222883471,-0.966378196,0.168831169,1.688442211,0.141935484,-1.281775858,-0.023809524,0.029190992,-0.28125,0,-4.24E-16,3.977998519,0.9,0.806729529,0.140401146,0.666666667,0,0.666666667,1,1,0.666666667,0.272727273,-0.2,0,0,0.789473684,-0.10619469,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,66.4
26,-0.60982556,-0.14509807,0.008538151,2.322600619,2.638886341,-1.704809904,0.109987358,0.165919398,-2.44313534,-0.121693122,0.037546934,0.305240929,2.111579829,-0.909090909,-0.737018425,-0.587526882,-1.34807606,-0.976190476,0.032527106,-0.48046875,0,-4.24E-16,-2.65933284,-0.566666667,-1.398888337,0.140401146,0.333333333,0,0.666666667,0.75,0.75,0.333333333,0.272727273,-0.2,0,0,0.789473684,-0.17699115,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,68.1
27,-0.60982556,-0.14509807,-0.198754533,1.386790506,1.716126961,-0.785740169,0.061946903,-0.38169965,-2.44313534,0.645502646,0.04505632,0.437703974,0.95734557,-0.415584416,0.180904523,0.541935484,-1.364651111,-0.761904762,0.019182652,-0.40625,0,-4.24E-16,-2.144367476,-0.233333333,-1.02346402,0.140401146,0.333333333,0,0.666666667,8.5,8.5,0.333333333,0.636363636,-0.2,0,0,1.315789474,1.415929204,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,66.6
28,-0.60982556,-0.14509807,-0.378408193,2.237977296,3.611503532,-1.774612669,0.018963338,-1.024556792,-1,-0.91005291,0.008760951,-0.273181033,2.077380296,-0.506493506,-0.810720268,-0.665806452,-1.414376262,-0.619047619,0.029190992,0.94140625,0,-4.24E-16,-2.65933284,-0.633333333,-1.492744417,0.140401146,0.666666667,0.333333333,0.666666667,1,1,0.333333333,1,-0.2,0.333333333,0,1.842105263,1.415929204,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,70.81
29,-0.60982556,-0.14509807,-0.406047217,0.633023736,1.012521787,-0.372740478,0.034134008,-1.119794888,-2.44313534,0.185185185,0.073842303,-0.278556345,0.119456996,0.506493506,0.415410385,0.464516129,-1.364651111,-0.261904762,0.029190992,0.79296875,0,-4.24E-16,-0.027287646,-0.3,-0.812287841,0.140401146,0.333333333,0.333333333,0.666666667,0.375,0.375,1,1,-0.2,0,0,1.842105263,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,69.6
30,-0.60982556,-0.14509807,-0.41986673,1.515170279,2.276396661,-1.04168364,0.008849558,-1.048366316,-1,-0.407407407,0.053817272,-0.182376656,0.897496386,0.935064935,-0.341708543,0.258064516,-1.381226161,-0.357142857,0.04587156,-0.16015625,0,-4.24E-16,-2.087149102,-0.433333333,-1.07039206,0.140401146,0.333333333,0.333333333,0.666666667,0.125,0.125,0.333333333,1.090909091,-0.2,0.333333333,0,1.973684211,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,70.11
31,-0.60982556,-0.14509807,-0.558061852,-0.574819401,-0.435189432,1.203638624,0.029077118,-1.429318697,-1.72156767,0.957671958,0.048811014,-0.365905164,-1.547770267,2.220779221,0.435510888,0.834408602,0.607779897,-0.19047619,0.025854879,0.5234375,0,-4.24E-16,2.089792184,0.433333333,0.59555335,0.140401146,0,0.333333333,0.666666667,-0.25,-0.25,0.333333333,-0.509090909,-0.2,0.666666667,0,-0.342105263,-0.247787611,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60.07
32,-0.819065404,-0.200030489,-0.190186436,0.047678019,0.141042106,0.784822036,0.034134008,0.761157493,-1.72156767,1.814814815,0.078848561,1.201766174,-0.436285425,-0.207792208,0.75041876,-0.202150538,-0.966849899,-0.380952381,0.012510425,1.1328125,0,-4.24E-16,5.751768106,0.966666667,-0.577647643,0.140401146,0,0,0.666666667,12.25,14.75,1,0.454545455,0.3,0.333333333,0,0.921052632,3.185840708,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,67.9
33,-0.819065404,-0.200030489,-0.245464485,2.578121775,3.082882304,-1.838598537,0.021491783,0.499252731,-1.72156767,-1.132275132,0.010012516,1.138414283,2.607473067,-0.935064935,-0.850921273,-0.755268817,-1.381226161,-1.119047619,0.029190992,0.84375,0,-4.24E-16,-1.91549398,-0.666666667,-1.445816377,0.140401146,0,0,1,12.25,13.5,0,0.8,0.2,0,0,1.447368421,4.601769912,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,69.6
34,-0.419558484,-0.089739316,-0.414615315,2.01878225,2.37858912,-1.588471963,0.072060683,-0.286461554,0.44313534,-0.259259259,0.030037547,0.117105011,1.846533444,-0.545454545,-0.61641541,-0.447311828,-1.248625757,-0.928571429,0.005838198,1.77734375,0,-4.24E-16,-2.65933284,-0.566666667,-1.610064516,0.140401146,0.333333333,0,0.666666667,0.375,0.375,0,-0.090909091,-0.2,0.333333333,0,0.263157895,0.707964602,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,68.4
35,-0.419558484,-0.089739316,-0.87065922,-0.040247678,-0.006880103,0.406723727,0.046776233,-0.143604411,-1,1.259259259,0.04505632,0.003839509,-0.538884026,0.311688312,0.046901173,0.731182796,-0.353573031,0.047619048,0.005838198,1.02734375,0,-4.24E-16,-0.141724393,0.166666667,0.032416873,0.140401146,0.333333333,0.333333333,0.666666667,0,0,0.333333333,-0.272727273,-0.1,0.333333333,0,-0.026315789,0.707964602,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65.05
36,-0.928680628,-0.082104072,-0.07444802,-0.228070175,-0.287083754,1.593370727,0.049304678,-0.762652031,-0.27843233,0.285714286,0.305381727,0.072950662,-1.599069568,0.883116883,2.485762144,2.193548387,0.193403635,1.19047619,0.009174312,-0.59765625,0,-4.24E-16,12.38909946,1.2,2.871563275,0.140401146,0,0,0.333333333,-0.125,-0.125,0.333333333,-0.472727273,-0.2,0,0,-0.289473684,-0.318584071,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39.62
37,-0.928680628,-0.082104072,-0.37847729,0.583075335,0.31052197,-1.303444007,0.084702908,-0.976937745,0.44313534,0.64021164,0.015018773,-0.168938376,0.752148368,-0.922077922,-0.737018425,0.23655914,-1.381226161,-0.238095238,0.005838198,1.8828125,0,-4.24E-16,-0.885563252,-0.533333333,-1.938560794,0.140401146,0,0,0.333333333,0,0,0,0.836363636,3.6,0,0,0.605263158,1.061946903,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,65.43
38,-0.928680628,-0.082104072,-0.392296803,0.285861713,-0.002614439,-1.408148155,0.077117573,-0.07217584,-1,0.174603175,0.016270338,0.458821271,0.478552099,-1.038961039,-0.917922948,-0.172043011,-1.414376262,-0.380952381,0.005838198,0,0,-4.24E-16,-1.400528616,-0.566666667,-1.938560794,0.140401146,0,0,0.333333333,-0.25,-0.25,0,0.363636364,3.8,0,0,-0.131578947,0.17699115,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,65.43
39,-0.928680628,-0.082104072,-0.406116315,0.799793602,0.555453628,-1.39651436,0.079646018,-1.143604411,-1,0.756613757,0.015018773,-0.313687848,0.55550105,-1.090909091,-0.917922948,-0.382795699,-1.414376262,-0.5,0.005838198,0.5703125,0,-4.24E-16,-1.171655121,-0.566666667,-1.844704715,0.140401146,0,0,0.333333333,-0.25,-0.25,0,0.727272727,5.3,0,0,0,1.415929204,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,66.02
40,-0.928680628,-0.082104072,-0.419935827,0.496388029,0.416613155,-0.74502189,0.059418458,-1.095985364,-1,1.338624339,0.025031289,-0.326934152,0.230605481,-0.961038961,-0.180904523,0.189247312,-1.397801212,-0.30952381,0.009174312,0.11328125,0,-4.24E-16,-0.942781626,-0.4,-1.328496278,0.140401146,0.333333333,0,0.666666667,-0.25,-0.25,0,-0.436363636,0.2,0,0,-0.342105263,-0.17699115,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,66.76
41,-0.928680628,-0.082104072,-0.433755339,2.126934985,2.448628566,-1.669908522,0.041719343,-0.953128221,-0.27843233,-0.798941799,0.012515645,0.101746976,1.983331578,-1.025974026,-0.609715243,-0.704516129,-1.397801212,-0.595238095,0.019182652,0.70703125,0,-4.24E-16,-2.087149102,-0.666666667,-1.774312655,0.140401146,0.333333333,0,0.666666667,-0.25,-0.25,0,-0.090909091,0.3,0,0,0.131578947,-0.17699115,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,69.78
42,-0.928680628,-0.082104072,-0.447574852,2.731682147,2.078387304,-1.966570272,0.018963338,0.880205112,-2.44313534,-1.047619048,0.006257822,0.689191783,2.624572834,-1.064935065,-0.897822446,-0.953978495,-1.381226161,-0.857142857,0.009174312,0.140625,0,-4.24E-16,-2.087149102,-0.733333333,-1.891632754,0.140401146,0.333333333,0.333333333,0.333333333,1,1,0,1,-0.2,0.333333333,0,1.842105263,1.415929204,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,70.15
43,-0.928680628,-0.082104072,-0.461394364,2.040247678,2.767314925,-2.018922346,0.072060683,3.61830035,-2.44313534,-1.021164021,0.007509387,3.482434248,2.222728314,-1.077922078,-0.958123953,-0.990107527,-1.397801212,-0.928571429,0.005838198,2.9375,0,-4.24E-16,-2.144367476,-0.666666667,-1.891632754,0.140401146,0.333333333,0.333333333,0.333333333,18.5,18.5,0,0.690909091,-0.2,0,0,1.394736842,1.415929204,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,69.85
44,-0.928680628,-0.082104072,-0.475213876,2.523219814,3.437069994,-2.048006831,0.074589128,0.784967017,-1.72156767,-1.132275132,0.006257822,0.900364753,2.530524116,-1.077922078,-0.998324958,-0.981505376,-1.381226161,-1.214285714,0.012510425,1.1328125,0,-4.24E-16,-2.316022597,-0.733333333,-1.821240695,0.140401146,0.333333333,0.333333333,0.333333333,9.75,9.75,0,0.818181818,-0.2,0,0,1.578947368,0.353982301,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,69.71
