,mid_x,mid_y,mid_z,MAGSUS_MOD,MINDOM_MOD,UG_MOD,DTT_Mass_Recovery,Fe_pct_DTT,Magnetite_pct,MS_Actual,Ag_ppm,Al_pct,As_ppm,Au_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_pct,Cd_ppm,Co_ppm,Cr_ppm,Cu_pct,Fe_pct,K_pct,Mg_pct,Mn_ppm,Mo_ppm,Na_pct,Ni_ppm,P_ppm,Pb_ppm,S_pct,Sb_ppm,Si_pct,SiO2_pct,Sr_ppm,Ti_pct,V_ppm,W_ppm,Zn_ppm,Cu_Sulf_Mode,FeOx_1_Mode_1,FeOx_1_Type,Py_Min_Mode_1,Ac,Alb,Cb,Ch,Cp,Cu_Sulfide_pct,Ep,FeOx_1_pct,FeOx_2_pct,He_s,He_t,Hem,Kspar,Lm,Mt,Py,Qz,Sr
364,400193.1971,7073768.63,929.9633666,out,Sulfides,VLCL_BOTTOM,18.2,27.94,11.69,12935.0,3.8,4.43,10.0,0.083,330.0,0.8,2.0,1.92,0.5,191.0,23,0.641,30.0,1.39,2.76,2040,14.0,0.57,14.0,550,7.0,2.61,5.0,13.863495222929936,29.667879777070066,60.0,0.28,96.0,10.0,196,Cu_M_504,Fe1_M1_904,Fe1_T_c,Py_M1_304,1.0,1.0,0.0,1.0,0.5,0.5,2.0,60.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,4.0,0.0,1.0
365,400195.9146,7073769.473,927.1516052,out,Sulfides,VLCL_BOTTOM,3.8,25.32,2.34,2333.0,2.1,5.64,19.0,0.035,410.0,0.5,2.0,2.44,2.7,144.0,46,0.22,26.6,2.23,2.15,1630,58.0,0.54,16.0,630,62.0,2.47,5.0,13.863495222929936,29.667879777070066,115.0,0.34,126.0,10.0,292,Cu_M_504,Fe1_M1_904,Fe1_T_c,Py_M1_304,1.0,1.0,0.0,1.0,0.5,0.5,2.0,60.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,4.0,0.0,1.0
366,400196.4724,7073769.645,926.5758856,out,Sulfides,VLCL_BOTTOM,18.37,28.86,14.050012522848988,11843.0,9.1,4.05,21.0,0.065,230.0,0.6,2.0,1.93,0.5,212.0,18,0.408,31.5,1.33,1.56,1570,93.0,0.63,16.0,890,14.0,3.23,5.0,13.863495222929936,29.667879777070066,87.0,0.26,96.0,10.0,112,Cu_M_504,Fe1_M1_904,Fe1_T_c,Py_M1_304,1.0,1.0,0.0,1.0,0.5,0.5,2.0,60.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,4.0,0.0,1.0
367,400196.8127,7073769.75,926.2249543,out,Sulfides,VLCL_BOTTOM,18.37,28.86,14.050012522848988,11843.0,9.1,4.05,21.0,0.065,230.0,0.6,2.0,1.93,0.5,212.0,18,0.408,31.5,1.33,1.56,1570,93.0,0.63,16.0,890,14.0,3.23,5.0,13.863495222929936,29.667879777070066,87.0,0.26,96.0,10.0,112,Cu_M_504,Fe1_M1_804,Fe1_T_b,Py_M1_304,1.0,1.0,0.0,2.0,0.3,0.3,2.0,40.0,0.0,10.0,2.0,0.0,0.0,0.0,30.0,4.0,0.0,1.0
368,400198.3553,7073770.227,924.6363497,out,Sulfides,VLCL_BOTTOM,9.7,17.57,6.38,7847.0,1.7,5.88,25.0,0.064,410.0,0.6,2.0,2.98,0.5,61.0,24,0.546,20.5,1.62,3.24,3040,12.0,0.55,23.0,670,19.0,1.38,11.0,13.863495222929936,29.667879777070066,136.0,0.39,147.0,10.0,260,Cu_M_504,Fe1_M1_804,Fe1_T_b,Py_M1_304,1.0,1.0,0.0,2.0,0.3,0.3,2.0,40.0,0.0,10.0,2.0,0.0,0.0,0.0,30.0,4.0,0.0,1.0
369,400198.6961,7073770.332,924.2859104,out,Sulfides,VLCL_BOTTOM,9.7,17.57,6.38,7847.0,1.7,5.88,25.0,0.064,410.0,0.6,2.0,2.98,0.5,61.0,24,0.546,20.5,1.62,3.24,3040,12.0,0.55,23.0,670,19.0,1.38,11.0,13.863495222929936,29.667879777070066,136.0,0.39,147.0,10.0,260,Cu_M_504,Fe1_M1_304,Fe1_T_b,Py_M1_304,1.0,1.0,0.0,1.0,0.1,0.1,1.0,5.0,0.0,1.0,0.5,0.0,0.0,0.0,4.0,1.0,0.0,1.0
370,400199.8215,7073770.678,923.1300925,out,Sulfides,VLCL_BOTTOM,8.6,26.58,5.23,6272.0,2.2,4.78,22.0,0.028,260.0,0.5,2.0,1.87,0.5,95.0,19,0.155,29.0,1.54,2.91,2020,26.0,0.76,27.0,650,23.0,2.29,5.0,13.863495222929936,29.667879777070066,57.0,0.27,112.0,10.0,286,Cu_M_504,Fe1_M1_304,Fe1_T_b,Py_M1_304,1.0,1.0,0.0,1.0,0.1,0.1,1.0,5.0,0.0,1.0,0.5,0.0,0.0,0.0,4.0,1.0,0.0,1.0
371,400200.1628,7073770.783,922.7800362,out,Sulfides,VLCL_BOTTOM,8.6,26.58,5.23,6272.0,2.2,4.78,22.0,0.028,260.0,0.5,2.0,1.87,0.5,95.0,19,0.155,29.0,1.54,2.91,2020,26.0,0.76,27.0,650,23.0,2.29,5.0,13.863495222929936,29.667879777070066,57.0,0.27,112.0,10.0,286,Cu_M_504,Fe1_M1_804,Fe1_T_b,Py_M1_304,1.0,1.0,0.0,1.0,0.1,0.1,1.0,20.0,0.0,5.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,1.0
372,400202.0503,7073771.364,920.8447203,out,Sulfides,VLCL_BOTTOM,5.3,9.69,1.98,2460.0,1.3,6.85,16.0,0.015,300.0,0.8,2.0,2.72,0.5,122.0,48,0.127,11.5,1.64,3.73,2380,3.0,2.11,35.0,600,2.0,1.25,5.0,13.863495222929936,29.667879777070066,95.0,0.52,203.0,10.0,182,Cu_M_504,Fe1_M1_304,Fe1_T_a,Py_M1_304,1.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.5,0.5,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0
373,400065.4606,7073935.515,969.2982259,out,Mixture,ANDE_UPPER,11.0,13.33,2.57,5289.0,0.7,7.19,27.0,0.023,10.0,1.4,2.0,1.52,0.7,96.0,27,0.1015,11.9,0.06,2.29,2060,5.0,3.92,16.0,1650,2.0,0.01,5.0,13.863495222929936,29.667879777070066,47.0,1.1,284.0,10.0,217,Cu_M_504,Fe1_M1_302,Fe1_T_a,Py_M1_504,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0
374,400065.7519,7073935.651,968.9152037,out,Mixture,ANDE_UPPER,11.0,13.33,2.57,5289.0,0.7,7.19,27.0,0.023,10.0,1.4,2.0,1.52,0.7,96.0,27,0.1015,11.9,0.06,2.29,2060,5.0,3.92,16.0,1650,2.0,0.01,5.0,13.863495222929936,29.667879777070066,47.0,1.1,284.0,10.0,217,Cu_M_504,Fe1_M1_302,Fe1_T_a,Py_M1_504,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0
375,400067.954,7073936.678,966.0195557,in,Mixture,VLCL_TOP,32.9,47.31,21.31,2413.0,1.7,1.53,20.0,0.08,110.0,0.7,2.0,1.11,2.1,592.0,5,0.518,49.3,0.59,0.57,985,84.0,0.26,15.0,670,18.0,4.88,5.0,13.863495222929936,29.667879777070066,9.0,0.08,36.0,30.0,145,Cu_M_304,Fe1_M1_804,Fe1_T_e,Py_M1_304,1.0,0.0,1.0,1.0,0.2,0.2,0.0,35.0,30.0,35.0,0.0,0.0,0.0,0.0,30.0,8.0,0.0,1.0
376,400068.3036,7073936.841,965.5599291,in,Mixture,VLCL_TOP,24.9,28.78,16.41,16138.0,0.7,2.9,20.0,0.04,80.0,0.8,2.0,4.96,0.8,411.0,37,0.209,32.1,0.51,2.59,3170,135.0,0.32,12.0,1130,5.0,3.43,5.0,13.863495222929936,29.667879777070066,1.0,0.16,57.0,10.0,235,Cu_M_304,Fe1_M1_804,Fe1_T_e,Py_M1_304,1.0,0.0,1.0,2.0,0.1,0.1,1.0,30.0,25.0,30.0,0.0,0.0,0.0,0.0,25.0,10.0,0.0,1.0
377,400068.5948,7073936.976,965.1769068,in,Mixture,VLCL_TOP,24.9,28.78,16.41,16138.0,0.7,2.9,20.0,0.04,80.0,0.8,2.0,4.96,0.8,411.0,37,0.209,32.1,0.51,2.59,3170,135.0,0.32,12.0,1130,5.0,3.43,5.0,13.863495222929936,29.667879777070066,1.0,0.16,57.0,10.0,235,Cu_M_221,Fe1_M1_221,Fe1_T_e,Py_M1_304,1.0,0.0,1.0,2.0,0.2,0.2,0.0,10.0,5.0,10.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0
378,400070.8668,7073938.036,962.1893335,in,Mixture,VLCL_TOP,23.9,34.63,13.98,16338.0,1.3,2.63,15.0,0.049,120.0,0.8,2.0,3.24,0.7,589.0,5,0.0684,36.4,1.16,1.69,2280,40.0,0.1,34.0,1270,11.0,7.21,5.0,13.863495222929936,29.667879777070066,2.0,0.08,40.0,10.0,122,Cu_M_504,Fe1_M1_804,Fe1_T_e,Py_M1_504,1.0,0.0,1.0,2.0,0.1,0.1,0.0,35.0,30.0,35.0,0.1,0.0,0.0,0.0,30.0,15.0,1.0,1.0
379,400072.6145,7073938.851,959.8912002,out,Mixture,VLCL_TOP,25.8,39.9,16.98,20015.0,1.2,2.35,29.0,0.04,150.0,0.9,2.0,0.92,0.5,625.0,37,0.19,41.5,0.8,2.1,2050,64.0,0.05,19.0,460,11.0,6.06,5.0,13.863495222929936,29.667879777070066,7.0,0.09,56.0,30.0,216,Cu_M_504,Fe1_M1_804,Fe1_T_e,Py_M1_504,2.0,1.0,1.0,2.0,0.1,0.1,0.0,35.0,20.0,35.0,0.0,0.0,0.0,0.0,20.0,15.0,1.0,1.0
380,400076.008,7073940.433,955.4289913,out,Sulfides,VLCL_TOP,12.7,34.03,8.46,9881.0,4.9,2.4,32.0,0.283,110.0,0.5,11.0,2.27,1.4,779.0,1,2.62,35.8,0.73,0.63,1000,17.0,0.84,44.0,900,20.0,9.8,5.0,13.863495222929936,29.667879777070066,13.0,0.14,38.0,40.0,140,Cu_M_504,Fe1_M1_804,Fe1_T_e,Py_M1_304,1.0,0.0,0.0,2.0,0.4,0.4,1.0,45.0,8.0,45.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,1.0
381,400076.2992,7073940.569,955.0459691,out,Sulfides,VLCL_TOP,12.7,34.03,8.46,9881.0,4.9,2.4,32.0,0.283,110.0,0.5,11.0,2.27,1.4,779.0,1,2.62,35.8,0.73,0.63,1000,17.0,0.84,44.0,900,20.0,9.8,5.0,13.863495222929936,29.667879777070066,13.0,0.14,38.0,40.0,140,Cu_M_504,Fe1_M1_904,Fe1_T_a,Py_M1_504,1.0,0.0,0.0,1.0,5.0,5.0,0.0,60.0,10.0,10.0,0.0,0.0,0.0,0.0,60.0,10.0,0.0,0.0
382,400077.6013,7073941.176,953.3338597,in,Sulfides,VLCL_TOP,11.16,28.96681688533942,14.050012522848988,4863.0,1.0,7.04,20.0,0.031,240.0,0.9,2.0,1.86,0.7,221.0,128,0.265,16.05,2.01,5.23,2650,10.0,1.22,42.0,790,3.0,2.01,5.0,13.863495222929936,29.667879777070066,117.0,0.51,160.0,10.0,190,Cu_M_504,Fe1_M1_904,Fe1_T_a,Py_M1_221,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
383,400077.8052,7073941.271,953.0657442,in,Sulfides,VLCL_TOP,11.16,28.96681688533942,14.050012522848988,4863.0,1.0,7.04,20.0,0.031,240.0,0.9,2.0,1.86,0.7,221.0,128,0.265,16.05,2.01,5.23,2650,10.0,1.22,42.0,790,3.0,2.01,5.0,13.863495222929936,29.667879777070066,117.0,0.51,160.0,10.0,190,Cu_M_504,Fe1_M1_302,Fe1_T_a,Py_M1_304,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,1.0,1.0
384,400078.0615,7073941.391,952.7286846,in,Sulfides,VLCL_TOP,11.16,28.96681688533942,14.050012522848988,4863.0,1.0,7.04,20.0,0.031,240.0,0.9,2.0,1.86,0.7,221.0,128,0.265,16.05,2.01,5.23,2650,10.0,1.22,42.0,790,3.0,2.01,5.0,13.863495222929936,29.667879777070066,117.0,0.51,160.0,10.0,190,Cu_M_504,Fe1_M1_302,Fe1_T_a,Py_M1_304,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0
385,400078.3324,7073941.517,952.372474,in,Sulfides,VLCL_TOP,6.8,26.5,3.32,4285.0,0.7,4.87,16.0,0.025,240.0,0.6,2.0,2.45,1.1,378.0,58,0.135,25.2,1.06,3.6,2360,17.0,0.85,24.0,1150,5.0,3.62,5.0,13.863495222929936,29.667879777070066,40.0,0.29,112.0,20.0,182,Cu_M_504,Fe1_M1_302,Fe1_T_a,Py_M1_304,1.0,0.0,0.0,2.0,0.1,0.1,0.0,4.0,0.0,0.0,0.1,0.0,0.0,0.0,4.0,2.0,1.0,1.0
386,400078.6237,7073941.653,951.9894517,in,Sulfides,VLCL_TOP,6.8,26.5,3.32,4285.0,0.7,4.87,16.0,0.025,240.0,0.6,2.0,2.45,1.1,378.0,58,0.135,25.2,1.06,3.6,2360,17.0,0.85,24.0,1150,5.0,3.62,5.0,13.863495222929936,29.667879777070066,40.0,0.29,112.0,20.0,182,Cu_M_504,Fe1_M1_804,Fe1_T_e,Py_M1_504,1.0,0.0,0.0,1.0,0.6,0.6,0.0,35.0,20.0,35.0,0.0,2.0,0.0,0.0,20.0,8.0,0.0,0.0
387,400079.6053,7073942.111,950.6986669,in,Sulfides,VLCL_TOP,3.2,40.95,1.96,1759.0,0.6,2.57,9.0,0.043,260.0,0.5,2.0,0.56,1.3,299.0,20,0.29,40.5,1.06,1.13,670,8.0,0.36,16.0,940,11.0,2.71,5.0,13.863495222929936,29.667879777070066,19.0,0.12,50.0,60.0,122,Cu_M_504,Fe1_M1_804,Fe1_T_e,Py_M1_504,0.0,0.0,0.0,1.0,0.4,0.4,0.0,40.0,20.0,40.0,0.3,1.0,0.0,0.0,20.0,6.0,1.0,0.0
388,400083.4444,7073943.901,945.650434,in,Sulfides,VLCL_TOP,4.3,19.26,2.92,2757.0,0.7,6.49,21.0,0.02,130.0,0.7,2.0,4.04,0.5,455.0,19,0.0598,19.7,0.77,2.39,2080,43.0,2.41,18.0,630,2.0,4.81,5.0,13.863495222929936,29.667879777070066,56.0,0.3,128.0,10.0,205,Cu_M_504,Fe1_M1_221,Fe1_T_b,Py_M1_504,1.0,0.0,0.0,2.0,0.2,0.2,0.0,15.0,0.0,5.0,0.0,0.0,1.0,0.0,10.0,10.0,1.0,1.0
389,400083.6658,7073944.004,945.3593371,in,Sulfides,VLCL_TOP,4.3,19.26,2.92,2757.0,0.7,6.49,21.0,0.02,130.0,0.7,2.0,4.04,0.5,455.0,19,0.0598,19.7,0.77,2.39,2080,43.0,2.41,18.0,630,2.0,4.81,5.0,13.863495222929936,29.667879777070066,56.0,0.3,128.0,10.0,205,Cu_M_504,Fe1_M1_221,Fe1_T_b,Py_M1_504,1.0,1.0,0.0,1.0,0.1,0.1,0.0,14.0,0.0,4.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,1.0
390,400083.9046,7073944.115,945.0452589,in,Sulfides,VLCL_TOP,4.3,19.26,2.92,2757.0,0.7,6.49,21.0,0.02,130.0,0.7,2.0,4.04,0.5,455.0,19,0.0598,19.7,0.77,2.39,2080,43.0,2.41,18.0,630,2.0,4.81,5.0,13.863495222929936,29.667879777070066,56.0,0.3,128.0,10.0,205,Cu_M_504,Fe1_M1_221,Fe1_T_b,Py_M1_221,1.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0
391,400084.1318,7073944.221,944.7465015,in,Sulfides,VLCL_TOP,18.1,31.32,10.81,12225.0,0.5,4.11,9.0,0.016,120.0,0.9,2.0,2.46,0.5,149.0,30,0.1025,32.9,0.67,2.12,1430,30.0,0.96,16.0,800,6.0,1.72,5.0,13.863495222929936,29.667879777070066,23.0,0.23,90.0,10.0,162,Cu_M_504,Fe1_M1_221,Fe1_T_d,Py_M1_221,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
392,400084.4231,7073944.357,944.3634793,in,Sulfides,VLCL_TOP,18.1,31.32,10.81,12225.0,0.5,4.11,9.0,0.016,120.0,0.9,2.0,2.46,0.5,149.0,30,0.1025,32.9,0.67,2.12,1430,30.0,0.96,16.0,800,6.0,1.72,5.0,13.863495222929936,29.667879777070066,23.0,0.23,90.0,10.0,162,Cu_M_221,Fe1_M1_904,Fe1_T_d,Py_M1_504,1.0,0.0,0.0,1.0,0.1,0.1,0.0,50.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,5.0,1.0,0.0
393,400085.3377,7073944.784,943.1607895,out,Sulfides,VLCL_TOP,7.6,27.23,4.61,5728.0,0.5,4.8,10.0,0.022,180.0,0.7,2.0,3.12,0.5,90.0,10,0.093,28.1,1.11,2.4,2070,5.0,1.08,12.0,660,3.0,1.33,5.0,13.863495222929936,29.667879777070066,23.0,0.28,104.0,10.0,210,Cu_M_504,Fe1_M1_304,Fe1_T_e,Py_M1_304,2.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0
394,400085.629,7073944.92,942.7777673,out,Sulfides,VLCL_TOP,7.6,27.23,4.61,5728.0,0.5,4.8,10.0,0.022,180.0,0.7,2.0,3.12,0.5,90.0,10,0.093,28.1,1.11,2.4,2070,5.0,1.08,12.0,660,3.0,1.33,5.0,13.863495222929936,29.667879777070066,23.0,0.28,104.0,10.0,210,Cu_M_504,Fe1_M1_904,Fe1_T_d,Py_M1_504,1.0,0.0,0.0,1.0,0.5,0.5,0.0,55.0,0.0,40.0,0.0,0.0,0.0,0.0,15.0,3.0,1.0,0.0
395,400087.4874,7073945.786,940.3340855,out,Sulfides,VLCL_TOP,14.7,35.08,9.33,1646.0,1.5,4.87,16.0,0.075,150.0,0.5,2.0,2.81,1.9,626.0,36,0.666,29.6,2.0,0.95,1060,5.0,0.92,23.0,790,19.0,4.39,5.0,13.863495222929936,29.667879777070066,21.0,0.29,84.0,20.0,286,Cu_M_504,Fe1_M1_904,Fe1_T_d,Py_M1_504,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65.0,0.0,50.0,0.0,1.0,0.0,0.0,15.0,4.0,1.0,0.0
396,400087.7787,7073945.922,939.9510633,out,Sulfides,VLCL_TOP,14.7,35.08,9.33,1646.0,1.5,4.87,16.0,0.075,150.0,0.5,2.0,2.81,1.9,626.0,36,0.666,29.6,2.0,0.95,1060,5.0,0.92,23.0,790,19.0,4.39,5.0,13.863495222929936,29.667879777070066,21.0,0.29,84.0,20.0,286,Cu_M_304,Fe1_M1_904,Fe1_T_d,Py_M1_304,1.0,0.0,0.0,1.0,0.1,0.1,0.0,50.0,0.0,45.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0
397,400088.9263,7073946.457,938.4419558,out,Sulfides,VLCL_TOP,8.6,47.29,14.050012522848988,6465.0,2.4,2.26,14.0,0.158,40.0,0.5,2.0,0.92,0.5,428.0,1,1.34,46.8,0.19,0.49,477,7.0,0.53,16.0,810,14.0,4.37,5.0,13.863495222929936,29.667879777070066,9.0,0.1,39.0,30.0,40,Cu_M_504,Fe1_M1_904,Fe1_T_d,Py_M1_504,0.0,0.0,0.0,1.0,5.0,5.0,0.0,65.0,0.0,55.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0
398,400090.4031,7073947.146,936.5000331,in,Sulfides,VLCL_TOP,61.5,54.2,42.03,66428.0,2.3,1.31,13.0,0.185,100.0,1.2,2.0,1.07,0.5,319.0,1,1.4,55.4,0.44,0.35,682,8.0,0.14,17.0,680,14.0,4.06,5.0,13.863495222929936,29.667879777070066,2.0,0.05,21.0,10.0,33,Cu_M_504,Fe1_M1_804,Fe1_T_e,Py_M1_504,1.0,0.0,0.0,0.0,0.1,0.1,0.0,45.0,20.0,45.0,0.0,0.0,0.0,0.0,20.0,5.0,0.0,0.0
399,400090.6944,7073947.282,936.1170109,in,Sulfides,VLCL_TOP,61.5,54.2,42.03,66428.0,2.3,1.31,13.0,0.185,100.0,1.2,2.0,1.07,0.5,319.0,1,1.4,55.4,0.44,0.35,682,8.0,0.14,17.0,680,14.0,4.06,5.0,13.863495222929936,29.667879777070066,2.0,0.05,21.0,10.0,33,Cu_M_504,Fe1_M1_904,Fe1_T_a,Py_M1_504,0.0,0.0,0.0,0.0,5.0,5.0,0.0,50.0,20.0,20.0,0.0,0.0,0.0,0.0,50.0,10.0,0.0,0.0
400,400091.6207,7073947.714,934.8990002,in,Sulfides,VLCL_TOP,7.3,39.0,4.87,6280.0,2.0,3.28,11.0,0.078,160.0,0.5,2.0,2.55,0.8,514.0,10,0.838,40.6,1.24,0.68,1050,8.0,0.42,12.0,520,10.0,3.63,5.0,13.863495222929936,29.667879777070066,7.0,0.16,70.0,40.0,99,Cu_M_504,Fe1_M1_904,Fe1_T_d,Py_M1_504,1.0,0.0,0.0,1.0,1.0,1.0,0.0,50.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,6.0,1.0,0.0
401,400091.8741,7073947.832,934.5657709,in,Sulfides,VLCL_TOP,7.3,39.0,4.87,6280.0,2.0,3.28,11.0,0.078,160.0,0.5,2.0,2.55,0.8,514.0,10,0.838,40.6,1.24,0.68,1050,8.0,0.42,12.0,520,10.0,3.63,5.0,13.863495222929936,29.667879777070066,7.0,0.16,70.0,40.0,99,Cu_M_504,Fe1_M1_304,Fe1_T_e,Py_M1_504,1.0,0.0,0.0,2.0,0.1,0.1,0.0,8.0,6.0,8.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0
402,400092.0925,7073947.934,934.2785042,in,Sulfides,VLCL_TOP,7.3,39.0,4.87,6280.0,2.0,3.28,11.0,0.078,160.0,0.5,2.0,2.55,0.8,514.0,10,0.838,40.6,1.24,0.68,1050,8.0,0.42,12.0,520,10.0,3.63,5.0,13.863495222929936,29.667879777070066,7.0,0.16,70.0,40.0,99,Cu_M_504,Fe1_M1_904,Fe1_T_d,Py_M1_504,1.0,0.0,0.0,1.0,0.5,0.5,0.0,50.0,0.1,35.0,0.1,1.0,0.0,0.0,15.0,0.0,0.0,0.0
403,400094.7519,7073949.174,930.7815113,in,Sulfides,VLCL_TOP,6.0,18.97,3.74,2448.0,0.9,6.32,12.0,0.027,300.0,0.8,2.0,3.63,0.5,261.0,30,0.1815,18.25,1.39,3.15,2780,39.0,1.33,15.0,770,3.0,3.87,5.0,13.863495222929936,29.667879777070066,85.0,0.38,120.0,10.0,231,Cu_M_304,Fe1_M1_804,Fe1_T_b,Py_M1_304,1.0,0.0,0.0,1.0,0.1,0.1,0.0,35.0,0.0,10.0,0.0,0.0,0.0,0.0,25.0,10.0,1.0,0.0
404,400096.3831,7073949.934,928.6365869,in,Sulfides,VLCL_TOP,7.8,20.03,4.96,5610.0,0.5,5.35,19.0,0.022,100.0,0.7,2.0,2.59,0.6,515.0,109,0.0826,21.7,2.43,3.64,4360,35.0,0.49,48.0,510,6.0,5.12,5.0,13.863495222929936,29.667879777070066,84.0,0.46,116.0,10.0,233,Cu_M_504,Fe1_M1_904,Fe1_T_a,Py_M1_304,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
405,400096.6744,7073950.07,928.2535647,in,Sulfides,VLCL_TOP,7.8,20.03,4.96,5610.0,0.5,5.35,19.0,0.022,100.0,0.7,2.0,2.59,0.6,515.0,109,0.0826,21.7,2.43,3.64,4360,35.0,0.49,48.0,510,6.0,5.12,5.0,13.863495222929936,29.667879777070066,84.0,0.46,116.0,10.0,233,Cu_M_304,Fe1_M1_804,Fe1_T_b,Py_M1_304,0.0,0.0,0.0,1.0,0.1,0.1,0.0,30.0,0.0,10.0,0.0,0.0,0.0,0.0,20.0,10.0,1.0,0.0
406,400098.5502,7073950.945,925.7869016,in,Sulfides,VLCL_TOP,31.6,41.4,21.53,26388.0,0.5,2.58,5.0,0.061,180.0,0.9,2.0,2.25,1.2,30.0,7,0.334,41.7,1.01,1.52,1660,35.0,0.03,7.0,760,2.0,0.66,5.0,13.863495222929936,29.667879777070066,1.0,0.13,59.0,40.0,157,Cu_M_304,Fe1_M1_221,Fe1_T_e,Py_M1_304,1.0,0.0,0.0,2.0,0.1,0.1,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0
407,400098.8415,7073951.081,925.4038793,in,Sulfides,VLCL_TOP,31.6,41.4,21.53,26388.0,0.5,2.58,5.0,0.061,180.0,0.9,2.0,2.25,1.2,30.0,7,0.334,41.7,1.01,1.52,1660,35.0,0.03,7.0,760,2.0,0.66,5.0,13.863495222929936,29.667879777070066,1.0,0.13,59.0,40.0,157,Cu_M_504,Fe1_M1_804,Fe1_T_b,Py_M1_504,0.0,1.0,0.0,1.0,3.0,3.0,0.0,30.0,0.0,10.0,0.0,0.0,1.0,0.0,20.0,8.0,1.0,0.0
408,400099.2843,7073951.287,924.8216856,in,Sulfides,VLCL_TOP,23.3,31.62,15.55,20808.0,0.5,3.83,7.0,0.104,230.0,0.8,2.0,1.65,0.7,109.0,8,0.674,32.6,1.33,0.94,1300,32.0,1.24,13.0,610,12.0,1.85,5.0,13.863495222929936,29.667879777070066,19.0,0.19,66.0,10.0,83,Cu_M_504,Fe1_M1_804,Fe1_T_b,Py_M1_504,0.0,1.0,0.0,1.0,3.0,3.0,0.0,35.0,0.0,10.0,0.0,0.0,1.0,0.0,25.0,6.0,1.0,0.0
409,400099.5464,7073951.409,924.4769656,in,Sulfides,VLCL_TOP,23.3,31.62,15.55,20808.0,0.5,3.83,7.0,0.104,230.0,0.8,2.0,1.65,0.7,109.0,8,0.674,32.6,1.33,0.94,1300,32.0,1.24,13.0,610,12.0,1.85,5.0,13.863495222929936,29.667879777070066,19.0,0.19,66.0,10.0,83,Cu_M_504,Fe1_M1_221,Fe1_T_e,Py_M1_304,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,1.0
410,400099.6746,7073951.469,924.3084358,in,Sulfides,VLCL_TOP,23.3,31.62,15.55,20808.0,0.5,3.83,7.0,0.104,230.0,0.8,2.0,1.65,0.7,109.0,8,0.674,32.6,1.33,0.94,1300,32.0,1.24,13.0,610,12.0,1.85,5.0,13.863495222929936,29.667879777070066,19.0,0.19,66.0,10.0,83,Cu_M_504,Fe1_M1_302,Fe1_T_a,Py_M1_504,1.0,0.0,0.0,2.0,0.1,0.1,0.0,10.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,6.0,1.0,1.0
