,mid_x,mid_y,mid_z,DTT_Fe_Conc_Grade,MAGSUS_MOD,UG_MOD,DTT_Mass_Recovery,Fe_pct_DTT,MS_Actual,Al_pct,Ca_pct,Fe_pct,K_pct,Mg_pct,Na_pct,P_ppm,S_pct,Si_pct,Ti_pct,Py
119,399960.67,7073004.62,839.81,63.07,in,VLCL_BOTTOM,5.96,33.02,4193,2.61,3.19,33,0.21,0.97,0.03,560,1.51,13.86349522,0.17,2
120,399960.67,7073004.62,819.81,66.8,in,VLCL_BOTTOM,31.89,28.96681689,29790,4.39,1.71,34.7,1.7,1.82,0.57,530,2.85,13.86349522,0.23,3
121,399555.44,7072932.39,953.95,67.64,out,VLCL_TOP,37.3,28.96681689,33533,3.38,2.91,37.1,1.24,1.43,0.28,420,1.64,13.86349522,0.17,1
122,399555.44,7072932.39,951.95,64.7,in,VLCL_TOP,34.05,28.96681689,25053,1.43,1.33,42.1,0.61,0.55,0.15,310,1.56,13.86349522,0.08,0.8
123,399555.44,7072932.39,949.95,66.98,out,VLCL_TOP,34.6,28.96681689,23413,1.42,0.66,47,0.82,0.56,0.19,270,1.45,13.86349522,0.09,0.6
124,399555.44,7072932.39,946.2,66.76,out,VLCL_TOP,29.2,28.96681689,16465,3.66,0.86,35.4,0.92,1.05,1.09,270,2.19,13.86349522,0.1,2
125,399555.44,7072932.39,945.2,66.76,out,VLCL_TOP,29.2,28.96681689,16465,3.66,0.86,35.4,0.92,1.05,1.09,270,2.19,13.86349522,0.1,0.3
126,399555.44,7072932.39,944.2,64.11,out,VLCL_TOP,7.4,28.96681689,5066,4.46,1.27,25.5,1.5,0.98,1.42,300,1.15,13.86349522,0.14,0.3
127,399555.44,7072932.39,943.2,64.11,out,VLCL_TOP,7.4,28.96681689,5066,4.46,1.27,25.5,1.5,0.98,1.42,300,1.15,13.86349522,0.14,0.2
128,399555.44,7072932.39,942.2,63.37,in,VLCL_TOP,15.55,28.96681689,9261,2.03,1.41,39.1,0.92,0.68,0.61,390,1.36,13.86349522,0.08,0.2
129,399555.44,7072932.39,941.2,63.37,in,VLCL_TOP,15.55,28.96681689,9261,2.03,1.41,39.1,0.92,0.68,0.61,390,1.36,13.86349522,0.08,0.3
130,399555.44,7072932.39,940.45,64.11,in,VLCL_TOP,12.2,28.96681689,6715,2.56,1.97,37.2,1.13,1.02,0.58,510,1.25,13.86349522,0.16,0.3
131,399555.44,7072932.39,939.45,64.11,in,VLCL_TOP,12.2,28.96681689,6715,2.56,1.97,37.2,1.13,1.02,0.58,510,1.25,13.86349522,0.16,0.2
132,399555.44,7072932.39,936.45,65.29,in,VLCL_TOP,17.95,28.96681689,11750,3.6,3.04,31.7,1.39,1.11,0.67,360,2.26,13.86349522,0.15,0.3
133,399555.44,7072932.39,935.45,65.29,in,VLCL_TOP,17.95,28.96681689,11750,3.6,3.04,31.7,1.39,1.11,0.67,360,2.26,13.86349522,0.15,1
134,399555.44,7072932.39,932.7,63.22,in,VLCL_TOP,12.7,28.96681689,6585,1.97,1.74,40.6,0.76,0.96,0.26,490,2.65,13.86349522,0.11,0.6
135,399555.44,7072932.39,931.7,63.22,in,VLCL_TOP,12.7,28.96681689,6585,1.97,1.74,40.6,0.76,0.96,0.26,490,2.65,13.86349522,0.11,0.2
136,399555.44,7072932.39,930.7,62.78,in,VLCL_TOP,6,28.96681689,2886,4.91,2.29,21.3,1.38,1.59,1.34,660,1.11,13.86349522,0.24,0.2
137,399555.44,7072932.39,929.7,62.78,in,VLCL_TOP,6,28.96681689,2886,4.91,2.29,21.3,1.38,1.59,1.34,660,1.11,13.86349522,0.24,0.2
138,399555.44,7072932.39,928.7,64.99,out,VLCL_TOP,10.1,28.96681689,6110,5.81,2.78,19.3,1.89,1.67,1.36,610,0.56,13.86349522,0.29,0.2
139,399555.44,7072932.39,927.7,64.99,out,VLCL_TOP,10.1,28.96681689,6110,5.81,2.78,19.3,1.89,1.67,1.36,610,0.56,13.86349522,0.29,0.3
140,399555.44,7072932.39,926.7,62.93,out,VLCL_TOP,10.95,28.96681689,7951,4.78,2.86,20.7,1.4,1.1,1.1,560,0.7,13.86349522,0.19,0.3
141,399555.44,7072932.39,925.7,62.93,out,VLCL_TOP,10.95,28.96681689,7951,4.78,2.86,20.7,1.4,1.1,1.1,560,0.7,13.86349522,0.19,2
142,399555.44,7072932.39,923.95,65.87,out,VLCL_TOP,15.3,28.96681689,11595,3.23,4.55,32.9,0.56,0.71,0.43,970,3.98,13.86349522,0.15,5
143,399555.44,7072932.39,921.95,67.2,in,VLCL_TOP,18.7,28.96681689,16508,3.26,2.94,31.6,0.66,1.02,0.41,630,2.07,13.86349522,0.16,0.5
144,399555.44,7072932.39,919.95,67.5,in,VLCL_TOP,17.5,28.96681689,12588,3.12,2.29,33.6,0.66,1.15,0.07,810,3.53,13.86349522,0.14,0.8
145,399555.44,7072932.39,917.95,67.86,in,VLCL_TOP,5.35,28.96681689,3918,2.84,1.01,31.2,1.38,0.85,0.06,1110,2.05,13.86349522,0.16,0.5
146,399555.44,7072932.39,915.95,68.75,in,VLCL_TOP,21.95,28.96681689,7986,2.82,1.7,32.5,0.6,1.61,0.04,820,2.96,13.86349522,0.13,0.5
147,399555.44,7072932.39,913.95,66.46,in,VLCL_TOP,14.55,28.96681689,10242,2.28,0.57,35.2,0.52,1.29,0.04,570,2.25,13.86349522,0.11,1
148,399555.44,7072932.39,911.95,67.35,in,VLCL_TOP,14.95,28.96681689,12010,2.29,0.74,32.7,0.61,1.36,0.03,640,3.42,13.86349522,0.1,0.5
149,399555.44,7072932.39,909.95,70.15,in,VLCL_TOP,63.75,28.96681689,75388,0.84,1.82,54.6,0.19,0.42,0.03,520,5.6,13.86349522,0.05,12
150,399555.44,7072932.39,905.95,69.85,in,VLCL_TOP,83.6,28.96681689,107450,0.4,0.75,59.9,0.11,0.27,0.01,130,4.24,13.86349522,0.03,4
151,399555.44,7072932.39,813.95,68.67,in,VLCL_BOTTOM,6.6,15.13,4365,6.64,3.17,14.9,1.07,2.27,2.38,640,2.55,13.86349522,0.29,2
152,399647.82,7072974.74,917.01,67.2,in,VLCL_TOP,38.23,28.96681689,39948,2.46,1.7,37.5,0.66,1.32,0.04,340,7.98,13.86349522,0.1,4
153,399647.82,7072974.74,899.01,68.8,in,VLCL_TOP,31.44,28.96681689,25238,3.94,1.97,28.2,1.07,1.04,1.28,450,1.94,13.86349522,0.16,5
154,399647.82,7072974.74,859.01,62.77,in,ANLT,3.3,8.9,1867,6.96,3.88,10.45,1.23,4.18,2,670,1,13.86349522,0.77,0.5
155,400202.89,7073020.81,976.08,38.33,out,ANDE_LOWER,16.4,13.58,11008,7.07,4.63,14.95,1.56,3.6,2.12,1560,0.71,13.86349522,1.31,1
156,400202.89,7073020.81,975.08,38.33,out,ANDE_LOWER,16.4,13.58,11008,7.07,4.63,14.95,1.56,3.6,2.12,1560,0.71,13.86349522,1.31,1.5
161,400143.71,7073092.58,1026.01,56.29,out,VLCL_TOP,6.8,11.47,4601,6.6,4.05,12.75,0.92,2.82,3.15,940,1.92,13.86349522,0.5,1
163,400235.76,7073131.89,1016.41,48.6,in,ANDE_LOWER,34.12,28.96681689,24973,5.38,3.16,22,0.3,1.36,3.51,1760,1.65,13.86349522,1.37,0.5
164,400235.76,7073131.89,928.41,37.3,out,ANDE_LOWER,23.17,13.92,11860,6.53,4.54,12.85,0.43,2.63,3.39,1440,0.51,13.86349522,1.08,0.1
166,399834.56,7073284.01,794.52,47.08,out,ANDE_UPPER,15.92,12.74,10528,7.2,4.39,12.15,0.42,1.7,4.24,2700,0.05,13.86349522,1.54,0.1
167,400203.09,7073668.36,914.58,35.49,in,ANDE_LOWER,23.59,15.01,14295,7.22,2.7,14.7,1.23,2.87,3.56,1360,0.58,13.86349522,1.22,0.4
168,400118.63,7073849.86,961.51,62.8,out,VLCL_TOP,27.01,28.96681689,20695,2.84,1.82,37.3,0.19,0.84,0.62,580,3.02,13.86349522,0.17,3
169,400118.63,7073849.86,939.51,58.57,in,VLCL_TOP,4.99,25.11,2677,6.26,2.57,24.2,2.03,2.26,1.38,810,3.69,13.86349522,0.39,3
170,400118.63,7073849.86,927.76,64.44,out,VLCL_BOTTOM,3.9,8.6,3043,7.14,4.5,11.7,1.48,4.32,1.81,890,0.97,13.86349522,0.54,0.5
171,400118.63,7073849.86,926.76,64.44,out,VLCL_BOTTOM,3.9,8.6,3043,7.14,4.5,11.7,1.48,4.32,1.81,890,0.97,13.86349522,0.54,4
172,400118.63,7073849.86,925.51,69.1,out,VLCL_BOTTOM,34.03,28.96681689,30425,3.55,2.61,40.2,1.86,1.99,0.43,900,3.29,13.86349522,0.27,3
173,400118.63,7073849.86,913.51,65.06,out,VLCL_BOTTOM,8,20.03,6286,6.62,5.44,18.25,1.55,4.12,0.72,930,1.6,13.86349522,0.46,0.5
174,400118.63,7073849.86,869.51,67.1,in,VLCL_BOTTOM,19.41,24.58,15213,4.97,4.31,27.3,1.04,2.51,0.43,610,4.26,13.86349522,0.33,3
175,400118.63,7073849.86,859.51,34.11,in,VLCL_BOTTOM,5.2,8.77,2855,7.2,3.59,10.95,1.98,4.57,1.7,710,1.33,13.86349522,0.73,2
176,400077.2756,7072628.65,1084.441055,38.5,out,ANDE_UPPER,11,28.96681689,4963,7.01,2.58,11.4,0.73,1.87,2.97,1980,0.43,13.86349522,1.34,0.1
177,400074.7499,7072627.761,1079.07173,36.8,out,ANDE_UPPER,10.75,28.96681689,5038,7.2,2.27,12.55,1.17,2.45,2.39,2100,0.83,13.86349522,1.42,0.1
179,399585.55,7072390.74,979.32,66.86,out,VLCL_BOTTOM,2.9,14.14,1835,8.86,2.69,13.55,1.82,3.66,0.84,590,1.88,13.86349522,0.77,3
180,399463.7071,7072550.617,1074.663838,66.3,out,VLCL_TOP,27.01,28.96681689,15288,5.8,2,24.6,2,1.31,1.48,590,2.14,13.86349522,0.25,1
181,399539.17,7072257.02,776.05,30.5,in,ANDE_LOWER,27.2,28.96681689,10485,6.17,2.68,12.6,0.68,1.88,2.93,1860,0.56,13.86349522,1.62,0.3
182,399539.17,7072257.02,774.05,46.8,in,ANDE_LOWER,33.19,28.96681689,18575,4.88,4.1,21.2,0.51,1.58,2.28,1450,1.38,13.86349522,1.12,0.3
183,399539.17,7072257.02,768.05,65,in,ANDE_LOWER,37.9,28.96681689,31595,3.85,4.45,29.2,0.88,1.22,1.56,1200,2.27,13.86349522,0.84,0.5
186,400035.68,7074030.67,891.74,69.09,in,VLCL_TOP,31.11,36.79,25038,2.86,2.03,35.7,0.26,1.91,0.84,780,8.65,13.86349522,0.15,5
187,400035.68,7074030.67,855.74,69.84,in,VLCL_TOP,45.11,40.24,38458,2.57,2.08,40.5,0.41,2.87,0.38,290,1.02,13.86349522,0.18,1
188,400035.68,7074030.67,836.24,68.22,in,VLCL_TOP,37.65,34.94,32270,4.26,1.69,34.6,0.53,1.24,2.13,610,5.37,13.86349522,0.26,3
189,400035.68,7074030.67,835.24,68.22,in,VLCL_TOP,37.65,34.94,32270,4.26,1.69,34.6,0.53,1.24,2.13,610,5.37,13.86349522,0.26,1
190,400035.68,7074030.67,828.24,66.23,in,ANLT,8.3,11.17,7189,6.13,3.96,14.15,1.34,3.65,2.11,830,1.32,13.86349522,0.5,0.1
191,400035.68,7074030.67,827.24,66.23,in,ANLT,8.3,11.17,7189,6.13,3.96,14.15,1.34,3.65,2.11,830,1.32,13.86349522,0.5,0.7
192,400035.68,7074030.67,824.49,67.62,in,ANLT,5,11.92,4717,6.69,3.72,13.8,1.32,3.4,2.41,720,1.36,13.86349522,0.44,2.5
193,400035.68,7074030.67,823.49,67.62,in,ANLT,5,11.92,4717,6.69,3.72,13.8,1.32,3.4,2.41,720,1.36,13.86349522,0.44,1
194,400035.68,7074030.67,785.74,38.86,in,VLCL_BOTTOM,6.4,7.4,2741,7.52,4.26,10.3,1.1,2.22,3.25,700,3.5,13.86349522,0.44,0.7
195,399951.14,7074211.89,798.84,67.8,out,VLCL_TOP,38.9,28.96681689,30208,2.37,1.62,44.6,0.35,1.43,1.02,740,2.24,13.86349522,0.12,4
196,400161.5,7073755.91,970.09,54.68,out,VLCL_BOTTOM,3.7,18.11,1983,5.62,3.44,19.7,1.64,3.21,0.42,720,2,13.86349522,0.41,2
197,400161.5,7073755.91,960.59,51.97,out,VLCL_BOTTOM,4.5,15.2,3493,5.82,2.41,13.65,1.3,1.82,1.93,940,1.77,13.86349522,0.38,5
198,400161.5,7073755.91,959.59,51.97,out,VLCL_BOTTOM,4.5,15.2,3493,5.82,2.41,13.65,1.3,1.82,1.93,940,1.77,13.86349522,0.38,0.1
199,400161.5,7073755.91,948.09,63.01,out,VLCL_BOTTOM,6.5,25.24,4811,4.85,3.55,26.1,1.46,2.35,0.31,920,2.72,13.86349522,0.35,8
200,400161.5,7073755.91,944.09,63.24,out,VLCL_BOTTOM,13.7,29.34,11850,4.27,2.53,29.7,1.47,2.05,0.16,730,1.97,13.86349522,0.28,10
201,400161.5,7073755.91,938.09,67.31,in,VLCL_BOTTOM,14.54,24.54,11105,4.72,2.42,25.4,1.14,2.52,1.03,820,1.61,13.86349522,0.38,10
202,400161.5,7073755.91,922.09,67.6,in,VLCL_BOTTOM,33.2,34.11,25930,3.33,1.39,39.1,0.74,1.89,0.8,630,4.35,13.86349522,0.2,15
203,400161.5,7073755.91,918.09,66.46,in,VLCL_BOTTOM,28.79,38.41,21658,4,0.81,36.3,0.74,1.46,1.46,670,4.08,13.86349522,0.25,15
205,400244.8,7073571.7,995.53,21.18,out,VLCL_BOTTOM,26.3,7.9,5237,5.41,2.97,20.2,1.4,1.95,1.35,580,2.41,13.86349522,0.33,1
206,400244.8,7073571.7,989.78,39.96,out,VLCL_BOTTOM,23.6,17.66,12905,5.46,3.82,20.9,1.33,2.56,1.81,830,1.61,13.86349522,0.75,1.5
207,400244.8,7073571.7,988.78,39.96,out,VLCL_BOTTOM,23.6,17.66,12905,5.46,3.82,20.9,1.33,2.56,1.81,830,1.61,13.86349522,0.75,0.5
208,400293.49,7073710.45,980.71,34.55,out,ANDE_LOWER,26.7,16.75,16903,5.78,3.65,16.8,0.98,2.42,2.92,1690,0.53,13.86349522,1.38,1
212,400074.49,7073938.02,952.24,67.1,in,VLCL_TOP,27.6,44.08,20555,2.65,0.87,45.2,0.79,1.36,0.71,780,2.93,13.86349522,0.18,4
213,400074.49,7073938.02,951.24,67.1,in,VLCL_TOP,27.6,44.08,20555,2.65,0.87,45.2,0.79,1.36,0.71,780,2.93,13.86349522,0.18,2
214,400074.49,7073938.02,948.04,63.12,in,VLCL_TOP,13.28,38.9,8150,3.26,1.05,39.7,1.45,2.05,0.11,760,1.65,13.86349522,0.15,4
215,400074.49,7073938.02,946.44,61,in,VLCL_TOP,11.96,35.59,6804,3.61,1.67,34.9,1.02,2.08,0.75,460,2.13,13.86349522,0.15,7
216,400074.49,7073938.02,945.44,61,in,VLCL_TOP,11.96,35.59,6804,3.61,1.67,34.9,1.02,2.08,0.75,460,2.13,13.86349522,0.15,2
217,400074.49,7073938.02,940.79,63.99,in,VLCL_TOP,7.4,31.46,5326,3.87,2.57,33,1.29,1.56,0.65,600,3.64,13.86349522,0.22,6
218,400074.49,7073938.02,940.04,63.99,in,VLCL_TOP,7.4,31.46,5326,3.87,2.57,33,1.29,1.56,0.65,600,3.64,13.86349522,0.22,3
219,400074.49,7073938.02,939.29,63.99,in,VLCL_TOP,7.4,31.46,5326,3.87,2.57,33,1.29,1.56,0.65,600,3.64,13.86349522,0.22,6
220,400074.49,7073938.02,936.04,64.61,in,VLCL_TOP,25.2,36.98,19678,2.87,1.21,40.7,1.5,1.04,0.32,530,4.07,13.86349522,0.17,5
221,400074.49,7073938.02,934.04,65.36,in,VLCL_TOP,57.6,44.84,50883,2.02,1.21,44,1.09,0.83,0.1,860,3.92,13.86349522,0.1,4
222,400074.49,7073938.02,920.79,67.2,in,VLCL_TOP,28.5,35.72,19630,2.66,0.56,31.9,0.44,1.01,0.92,650,3.45,13.86349522,0.16,1
223,400074.49,7073938.02,919.79,67.2,in,VLCL_TOP,28.5,35.72,19630,2.66,0.56,31.9,0.44,1.01,0.92,650,3.45,13.86349522,0.16,3
224,400074.49,7073938.02,916.79,68.54,in,VLCL_TOP,8.9,15.12,6822,5.05,1,12.65,0.5,1.34,2.12,370,1.65,13.86349522,0.18,0.2
225,400074.49,7073938.02,915.89,68.54,in,VLCL_TOP,8.9,15.12,6822,5.05,1,12.65,0.5,1.34,2.12,370,1.65,13.86349522,0.18,0.1
226,400074.49,7073938.02,915.14,68.54,in,VLCL_TOP,8.9,15.12,6822,5.05,1,12.65,0.5,1.34,2.12,370,1.65,13.86349522,0.18,4
227,400074.49,7073938.02,910.54,65.22,in,VLCL_TOP,12,33.02,20660,1.99,0.64,33.4,0.79,0.73,0.18,750,3.01,13.86349522,0.08,5
228,400074.49,7073938.02,909.54,65.22,in,VLCL_TOP,12,33.02,20660,1.99,0.64,33.4,0.79,0.73,0.18,750,3.01,13.86349522,0.08,2
229,400074.49,7073938.02,902.14,68.69,in,VLCL_TOP,7.1,19.15,5986,6.23,2.15,16.15,0.85,1.82,2.72,760,2.04,13.86349522,0.37,0.1
230,400074.49,7073938.02,901.14,68.69,in,VLCL_TOP,7.1,19.15,5986,6.23,2.15,16.15,0.85,1.82,2.72,760,2.04,13.86349522,0.37,3
231,400074.49,7073938.02,898.89,68.47,in,ANLT,6.2,13.98,5441,5.97,2.64,14.65,1.29,3.82,1.05,830,1.64,13.86349522,0.53,3
232,400074.49,7073938.02,897.89,68.47,in,ANLT,6.2,13.98,5441,5.97,2.64,14.65,1.29,3.82,1.05,830,1.64,13.86349522,0.53,0
233,400074.49,7073938.02,888.04,65.65,in,VLCL_BOTTOM,2.2,9.42,1534,7.02,3.18,11.45,1.97,4.56,0.93,910,1.3,13.86349522,0.51,0.2
234,400074.49,7073938.02,882.04,60.01,in,VLCL_BOTTOM,11.1,18.63,8215,4.94,2.9,20,0.99,3.73,1.06,770,4.01,13.86349522,0.33,5
235,400074.49,7073938.02,876.04,60.98,in,VLCL_BOTTOM,3.4,8.36,1942,6.05,3.42,11.5,2.11,2.83,1.13,860,2.77,13.86349522,0.5,0.6
236,400074.49,7073938.02,864.04,63.84,in,VLCL_BOTTOM,16.7,23.35,12323,4.34,3.12,26.3,1.2,2.51,0.86,890,2.84,13.86349522,0.28,5
237,400074.49,7073938.02,852.04,61.88,in,VLCL_BOTTOM,16,23.96,11363,4.57,3.91,26.9,1.16,2.49,0.81,950,3.57,13.86349522,0.29,5
238,400074.49,7073938.02,846.29,65.35,out,VLCL_BOTTOM,14.9,20.17,10953,5.86,3.82,23.2,1.31,2.91,1.52,820,0.92,13.86349522,0.35,1
239,400074.49,7073938.02,845.29,65.35,out,VLCL_BOTTOM,14.9,20.17,10953,5.86,3.82,23.2,1.31,2.91,1.52,820,0.92,13.86349522,0.35,2.5
240,400074.49,7073938.02,840.64,65.65,out,VLCL_BOTTOM,7.1,13.8,4573,6.34,4.07,17.95,1.56,3.03,1.42,660,2.04,13.86349522,0.41,2
241,400074.49,7073938.02,839.64,65.65,out,VLCL_BOTTOM,7.1,13.8,4573,6.34,4.07,17.95,1.56,3.03,1.42,660,2.04,13.86349522,0.41,0.5
242,400074.49,7073938.02,834.54,24.09,out,VLCL_BOTTOM,16.4,9.55,6595,6.97,3.79,11.55,1.49,3.76,2.61,1230,0.55,13.86349522,1.07,0.5
243,400074.49,7073938.02,833.54,24.09,out,VLCL_BOTTOM,16.4,9.55,6595,6.97,3.79,11.55,1.49,3.76,2.61,1230,0.55,13.86349522,1.07,0.1
244,399991.42,7074118.15,958.42,53.28,out,ANDE_UPPER,15.62,14.63,12195,6.54,2.09,13.2,0.65,2.74,3.3,2220,0.08,13.86349522,1.45,0
245,399991.42,7074118.15,808.42,68,in,VLCL_TOP,32.8,28.96681689,25165,3.39,2.13,33.1,0.69,2.5,0.59,660,3.84,13.86349522,0.23,3
246,400166.02,7073984.47,920.1,67.53,out,VLCL_BOTTOM,24.3,39.53,19550,2.6,2.75,38.8,0.28,1.87,0.18,490,7.47,13.86349522,0.15,5
247,400166.02,7073984.47,908.6,66.7,out,VLCL_BOTTOM,2.4,15.5,2005,5.91,3.13,12.7,2.19,2.43,1.3,710,1.56,13.86349522,0.41,0.2
248,400166.02,7073984.47,907.6,66.7,out,VLCL_BOTTOM,2.4,15.5,2005,5.91,3.13,12.7,2.19,2.43,1.3,710,1.56,13.86349522,0.41,0.1
249,400039.81,7074249.76,795.87,62.9,out,VLCL_BOTTOM,21.95,28.96681689,15693,2.37,1.31,28.3,0.37,0.86,0.86,800,4.22,13.86349522,0.14,5
250,400087.623,7073839.071,980.5362668,63.69,out,VLCL_TOP,16,46.57,15258,1.73,0.3,48,0.36,0.83,0.2,1010,6.24,13.86349522,0.11,10
251,400089.3037,7073839.855,978.3262286,66.25,out,VLCL_TOP,23.8,33.8,18198,3.46,1.5,35.2,0.54,2.65,0.2,790,4.81,13.86349522,0.2,3
252,400089.595,7073839.991,977.9432064,66.25,out,VLCL_TOP,23.8,33.8,18198,3.46,1.5,35.2,0.54,2.65,0.2,790,4.81,13.86349522,0.2,0.1
253,400092.6418,7073841.411,973.9367939,65,out,VLCL_TOP,8.93,28.67,6706,3.83,1.37,29.2,1.44,2.44,0.19,1110,3.2,13.86349522,0.17,3
254,400092.9331,7073841.547,973.5537717,65,out,VLCL_TOP,8.93,28.67,6706,3.83,1.37,29.2,1.44,2.44,0.19,1110,3.2,13.86349522,0.17,4
255,400095.1526,7073842.582,970.6351424,67.5,out,VLCL_TOP,25.12,39.05,20475,2.54,1.1,38.5,0.71,2.03,0.08,640,5.21,13.86349522,0.11,4
256,400095.4439,7073842.718,970.2521202,67.5,out,VLCL_TOP,25.12,39.05,20475,2.54,1.1,38.5,0.71,2.03,0.08,640,5.21,13.86349522,0.11,0.5
257,400096.8654,7073843.381,968.3829717,62.9,out,VLCL_TOP,7.17,38.94,5170,2.82,0.69,39.5,0.76,0.83,0.82,860,3.31,13.86349522,0.16,10
258,400097.1567,7073843.517,967.9999495,62.9,out,VLCL_TOP,7.17,38.94,5170,2.82,0.69,39.5,0.76,0.83,0.82,860,3.31,13.86349522,0.16,0.2
259,400099.2102,7073844.474,965.2996428,62.62,out,VLCL_TOP,21.4,39.76,16560,2.48,0.77,43.4,0.84,0.9,0.3,810,3.62,13.86349522,0.15,2
260,400099.5015,7073844.61,964.9166206,62.62,out,VLCL_TOP,21.4,39.76,16560,2.48,0.77,43.4,0.84,0.9,0.3,810,3.62,13.86349522,0.15,1
261,400099.8568,7073844.776,964.4493335,63.39,out,VLCL_TOP,15.9,34.55,12470,3.09,0.83,36.7,1.56,1.29,0.3,670,3.52,13.86349522,0.21,1
262,400107.4302,7073848.307,954.4907557,65.1,out,VLCL_TOP,18.23,44.45,12403,1.91,1.01,44.3,0.35,0.66,0.26,770,2.53,13.86349522,0.1,3
263,400108.0127,7073848.579,953.7247113,60.13,out,VLCL_TOP,24.4,34.81,16655,2.85,1.74,35.7,0.53,0.85,0.58,560,1.85,13.86349522,0.18,3
264,400110.6721,7073849.819,950.2277184,48.62,out,VLCL_TOP,5.7,24.03,3021,4.11,1.61,25.4,0.94,1.59,1.16,620,3.81,13.86349522,0.21,2
265,400110.9576,7073849.952,949.8523566,48.62,out,VLCL_TOP,5.7,24.03,3021,4.11,1.61,25.4,0.94,1.59,1.16,620,3.81,13.86349522,0.21,1
266,400111.211,7073850.07,949.5191273,48.62,out,VLCL_TOP,5.7,24.03,3021,4.11,1.61,25.4,0.94,1.59,1.16,620,3.81,13.86349522,0.21,0.1
267,400112.4111,7073850.63,947.9410758,66.87,out,VLCL_TOP,16.6,39.21,14298,2.48,0.76,40.8,1,0.62,0.62,500,4.2,13.86349522,0.12,0.1
268,400112.7024,7073850.766,947.5580535,66.87,out,VLCL_TOP,16.6,39.21,14298,2.48,0.76,40.8,1,0.62,0.62,500,4.2,13.86349522,0.12,10
269,400113.6752,7073851.219,946.2787593,65.69,in,VLCL_TOP,19,24.23,15413,4.37,2.64,25.9,1.37,2.44,0.78,730,3.46,13.86349522,0.35,10
270,400113.9665,7073851.355,945.8957371,65.69,in,VLCL_TOP,19,24.23,15413,4.37,2.64,25.9,1.37,2.44,0.78,730,3.46,13.86349522,0.35,0.3
271,400115.3064,7073851.98,944.1338349,68.61,in,VLCL_TOP,34,45.75,32178,2,0.73,47.3,0.98,0.58,0.27,530,4.97,13.86349522,0.15,0.3
272,400115.5977,7073852.116,943.7508126,68.61,in,VLCL_TOP,34,45.75,32178,2,0.73,47.3,0.98,0.58,0.27,530,4.97,13.86349522,0.15,15
273,400116.6434,7073852.604,942.3757629,65.43,in,VLCL_TOP,16.7,31.39,13773,1.71,0.88,32.6,0.77,0.65,0.05,820,4.71,13.86349522,0.08,8
274,400116.9347,7073852.739,941.9927407,65.43,in,VLCL_TOP,16.7,31.39,13773,1.71,0.88,32.6,0.77,0.65,0.05,820,4.71,13.86349522,0.08,1
275,400118.3998,7073853.423,940.0661389,68.01,in,VLCL_TOP,36.2,38.3,34120,1.22,0.79,40.3,0.62,0.42,0.1,600,5.91,13.86349522,0.06,8
276,400118.6911,7073853.558,939.6831167,68.01,in,VLCL_TOP,36.2,38.3,34120,1.22,0.79,40.3,0.62,0.42,0.1,600,5.91,13.86349522,0.06,10
277,400120.6777,7073854.485,937.0709051,66.19,in,VLCL_TOP,7.1,33.43,6387,3.35,1.75,35.4,1.15,0.82,0.78,620,2.99,13.86349522,0.23,10
278,400120.9689,7073854.621,936.6878829,66.19,in,VLCL_TOP,7.1,33.43,6387,3.35,1.75,35.4,1.15,0.82,0.78,620,2.99,13.86349522,0.23,10
279,400122.5011,7073855.335,934.673186,64.6,in,VLCL_TOP,40.41,37.32,32323,3.55,1.37,36.4,0.84,0.81,1.12,500,2.1,13.86349522,0.2,10
280,400122.7924,7073855.471,934.2901638,64.6,in,VLCL_TOP,40.41,37.32,32323,3.55,1.37,36.4,0.84,0.81,1.12,500,2.1,13.86349522,0.2,0.1
281,400122.9322,7073855.536,934.1063131,60.05,out,VLCL_TOP,11.9,25.3,8436,4.8,2.79,27.6,0.91,1.99,1.46,710,2.95,13.86349522,0.27,0.1
282,400123.1273,7073855.627,933.8496882,60.05,out,VLCL_TOP,11.9,25.3,8436,4.8,2.79,27.6,0.91,1.99,1.46,710,2.95,13.86349522,0.27,3
283,400123.3545,7073855.733,933.5509309,60.05,out,VLCL_TOP,11.9,25.3,8436,4.8,2.79,27.6,0.91,1.99,1.46,710,2.95,13.86349522,0.27,4
284,400125.3789,7073856.677,930.8889264,67.4,out,VLCL_TOP,13.3,23.79,10743,4.95,2.77,27.2,0.9,3.02,1.27,810,1.81,13.86349522,0.3,4
285,400125.6702,7073856.813,930.5059042,67.4,out,VLCL_TOP,13.3,23.79,10743,4.95,2.77,27.2,0.9,3.02,1.27,810,1.81,13.86349522,0.3,3
286,400126.4654,7073857.184,929.4602536,66.57,out,ANLT,6.2,21.68,4971,4.94,2.65,25.5,1.31,3.22,0.98,940,2.83,13.86349522,0.39,3
287,400126.681,7073857.284,929.1768171,66.57,out,ANLT,6.2,21.68,4971,4.94,2.65,25.5,1.31,3.22,0.98,940,2.83,13.86349522,0.39,8
288,400126.8703,7073857.372,928.9278527,66.57,out,ANLT,6.2,21.68,4971,4.94,2.65,25.5,1.31,3.22,0.98,940,2.83,13.86349522,0.39,0.1
289,400130.5405,7073859.084,924.1017727,68.06,out,VLCL_BOTTOM,23.2,34.33,18535,3.68,2.15,37,1.44,2.09,0.49,830,2.82,13.86349522,0.28,5
